lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
MO,2013,10/30/2013,,2,Chlorophyta,Scenedesmus opoliensis,20,4,23.5257,94.1026,1330.3455,0.00133035,0.070071,Scenedesmus
MO,2013,10/30/2013,,2,Chlorophyta,Schroederia setigera,30,1,23.5257,23.5257,3153.4101,0.00315341,0.166095,Schroederia
MO,2013,10/30/2013,,2,Chlorophyta,Staurastrum,80,1,0.8521,0.8521,2710.4958,0.0027105,0.142766,Staurastrum
MO,2013,10/30/2013,,2,Chrysophyta,Chromulina,3,1,564.6159,564.6159,7982.0873,0.00798209,0.420428,Chromulina
MO,2013,10/30/2013,,2,Cryptophyta,Cryptomonas erosa,17.5,1,94.1026,94.1026,59274.2477,0.05927425,3.122058,Cryptomonas
MO,2013,10/30/2013,,2,Cryptophyta,Rhodomonas minuta,12,1,47.0513,47.0513,4434.4835,0.00443448,0.233571,Rhodomonas
MO,2013,10/30/2013,,2,Cryptophyta,Rhodomonas minuta,8,1,470.5132,470.5132,15767.0389,0.01576704,0.830472,Rhodomonas
MO,2013,10/30/2013,,2,Cyanophyta,Chroococcaceae,0.8,1,65058.5062,65058.5062,17442.1855,0.01744219,0.918705,
MO,2013,10/30/2013,,2,Cyanophyta,Anabaena crassa,24,3,23.5257,70.577,17986.2615,0.01798626,0.947362,Anabaena
MO,2013,10/30/2013,,2,Cyanophyta,Anabaena lemmermannii,80,60,23.5257,1411.5396,110862.0645,0.11086206,5.839261,Anabaena
MO,2013,10/30/2013,,2,Cyanophyta,Aphanizomenon flos-aquae,108.3636,18.0606,470.5132,8497.7509,640715.5334,0.64071553,33.747391,Aphanizomenon
MO,2013,10/30/2013,,2,Cyanophyta,Aphanocapsa delicatissima,19,15,47.0513,705.7698,369.5411,0.00036954,0.019464,Aphanocapsa
MO,2013,10/30/2013,,2,Cyanophyta,Aphanocapsa holsatica,40,120,23.5257,2823.0793,1478.162,0.00147816,0.077857,Aphanocapsa
MO,2013,10/30/2013,,2,Cyanophyta,Aphanothece clathrata,160,250,0.8521,213.0249,205.5898,0.00020559,0.010829,Aphanothece
MO,2013,10/30/2013,,2,Cyanophyta,Aphanothece nidulans,40,50,23.5257,1176.283,1231.8012,0.0012318,0.064881,Aphanothece
MO,2013,10/30/2013,,2,Cyanophyta,Chroococcus limneticus,80,8,0.8521,6.8168,385.3785,0.00038538,0.020298,Chroococcus
MO,2013,10/30/2013,,2,Cyanophyta,Chroococcus prescottii,40,32,0.8521,27.2672,3654.9296,0.00365493,0.19251,Chroococcus
MO,2013,10/30/2013,,2,Cyanophyta,Gomphosphaeria lacustris,64,70,0.8521,59.647,1357.2261,0.00135723,0.071487,Gomphosphaeria
MO,2013,10/30/2013,,2,Cyanophyta,Lyngbya limnetica,400,53.3333,23.5257,1254.7011,2956.3216,0.00295632,0.155714,Lyngbya
MO,2013,10/30/2013,,2,Cyanophyta,Microcystis aeruginosa,92,142.4,117.6283,16750.2704,559939.6482,0.55993965,29.492811,Microcystis
MO,2013,10/30/2013,,2,Cyanophyta,Microcystis aeruginosa,4,1,1270.3857,1270.3857,42571.0051,0.04257101,2.242275,Microcystis
MO,2013,10/30/2013,,2,Cyanophyta,Synechococcus elongatus,3,1,23.5257,23.5257,36.9541,0.00003695,0.001946,Synechococcus
MO,2013,10/30/2013,,2,Cyanophyta,Synechococcus sp. 1,1.2,1,7653.9419,7653.9419,3077.65,0.00307765,0.162104,Synechococcus
MO,2013,10/30/2013,,2,Cyanophyta,Synechocystis,1.5,1,4093.465,4093.465,7233.5619,0.00723356,0.381002,Synechocystis
MO,2013,10/30/2013,,2,Cyanophyta,Woronichinia naegeliana,5,1,47.0513,47.0513,1108.6185,0.00110862,0.058393,Woronichinia
MO,2013,10/30/2013,,2,Haptophyta,Chrysochromulina parva,4,1,47.0513,47.0513,1422.9778,0.00142298,0.07495,Chrysochromulina
MO,2013,10/30/2013,,2,Miscellaneous,,6,1,23.5257,23.5257,1847.7007,0.0018477,0.097321,
ME,2014,2/3/2014,,8,Bacillariophyta,Cyclotella sp. 1,4,1,119.9809,119.9809,6030.8984,0.0060309,3.649148,Cyclotella
ME,2014,2/3/2014,,8,Bacillariophyta,Stephanodiscus medius,10,1,7.0577,7.0577,2771.5517,0.00277155,1.676996,Stephanodiscus
ME,2014,2/3/2014,,8,Bacillariophyta,Stephanodiscus parvus,6,1,331.7118,331.7118,28136.7913,0.02813679,17.024874,Stephanodiscus
ME,2014,2/3/2014,,8,Chlorophyta,Chlorococcaceae,3,1,28.2308,28.2308,399.1044,0.0003991,0.241486,
ME,2014,2/3/2014,,8,Chlorophyta,Chlamydomonas ,6,1,63.5193,63.5193,6138.2114,0.00613821,3.714079,Chlamydomonas
ME,2014,2/3/2014,,8,Chlorophyta,Monoraphidium arcuatum,20.75,1,345.8272,345.8272,9750.7366,0.00975074,5.899931,Monoraphidium
ME,2014,2/3/2014,,8,Chlorophyta,Monoraphidium capricornutum,4,1,289.3656,289.3656,2260.177,0.00226018,1.367579,Monoraphidium
ME,2014,2/3/2014,,8,Chlorophyta,Quadrigula lacustris,40,1,7.0577,7.0577,443.4486,0.00044345,0.268321,Quadrigula
ME,2014,2/3/2014,,8,Chrysophyta,Chromulina ,3,1,35.2885,35.2885,498.8805,0.00049888,0.30186,Chromulina
ME,2014,2/3/2014,,8,Chrysophyta,Uroglena ,6,1,91.7501,91.7501,9696.4417,0.00969644,5.867076,Uroglena
ME,2014,2/3/2014,,8,Cryptophyta,Cryptomonas erosa,12,1,14.1154,14.1154,2838.0684,0.00283807,1.717246,Cryptomonas
ME,2014,2/3/2014,,8,Cryptophyta,Rhodomonas minuta,12,1,705.7698,705.7698,66517.2528,0.06651725,40.247939,Rhodomonas
ME,2014,2/3/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,479.9235,479.9235,16082.3797,0.01608238,9.73105,Rhodomonas
ME,2014,2/3/2014,,8,Cyanophyta,Chroococcaceae,0.8,1,15945.7123,15945.7123,4275.0455,0.00427505,2.586727,
ME,2014,2/3/2014,,8,Cyanophyta,Aphanocapsa delicatissima,8,9,21.1731,190.5579,99.7761,0.00009978,0.060374,Aphanocapsa
ME,2014,2/3/2014,,8,Cyanophyta,Aphanocapsa holsatica,30,60,7.0577,423.4619,221.7239,0.00022172,0.134157,Aphanocapsa
ME,2014,2/3/2014,,8,Cyanophyta,Synechococcus sp. 1,1.2,1,3826.971,3826.971,1538.825,0.00153883,0.931108,Synechococcus
ME,2014,2/3/2014,,8,Cyanophyta,Synechocystis ,1.5,1,1820.8861,1820.8861,3217.6879,0.00321769,1.946944,Synechocystis
ME,2014,2/3/2014,,8,Haptophyta,Chrysochromulina parva,4,1,70.577,70.577,2134.4667,0.00213447,1.291515,Chrysochromulina
ME,2014,2/3/2014,,8,Pyrrhophyta,Gymnodinium sp. 2,12,1,7.0577,7.0577,2217.2415,0.00221724,1.341597,Gymnodinium
ME,2014,4/29/2014,,8,Bacillariophyta,Aulacoseira ambigua,170,5.7143,0.8521,4.8692,3854.8085,0.00385481,0.341033,Aulacoseira
ME,2014,4/29/2014,,8,Bacillariophyta,Cyclotella sp. 1,5,1,1326.8473,1326.8473,130262.9644,0.13026296,11.524301,Cyclotella
ME,2014,4/29/2014,,8,Bacillariophyta,Nitzschia acicularis,60,1,14.1154,14.1154,2128.551,0.00212855,0.188312,Nitzschia
ME,2014,4/29/2014,,8,Bacillariophyta,Nitzschia sigma,112,1,0.8521,0.8521,2698.366,0.00269837,0.238723,Nitzschia
ME,2014,4/29/2014,,8,Bacillariophyta,Stephanodiscus hantzschii,16,1,14.1154,14.1154,22704.5502,0.02270455,2.008661,Stephanodiscus
ME,2014,4/29/2014,,8,Bacillariophyta,Stephanodiscus niagarae,50,1,14.1154,14.1154,692887.8998,0.6928879,61.299458,Stephanodiscus
ME,2014,4/29/2014,,8,Bacillariophyta,Stephanodiscus parvus,6.6667,1,56.4616,56.4616,6976.9186,0.00697692,0.617245,Stephanodiscus
ME,2014,4/29/2014,,8,Bacillariophyta,Synedra delicatissima,44,1,6.8171,6.8171,10798.2571,0.01079826,0.955317,Synedra
ME,2014,4/29/2014,,8,Chlorophyta,Ankistrodesmus falcatus,26,1,14.1154,14.1154,345.8893,0.00034589,0.030601,Ankistrodesmus
ME,2014,4/29/2014,,8,Chlorophyta,Chlamydomonas ,6.75,1,437.5773,437.5773,64698.9963,0.064699,5.723889,Chlamydomonas
ME,2014,4/29/2014,,8,Chlorophyta,Monoraphidium arcuatum,25.5,1,225.8463,225.8463,6048.165,0.00604817,0.535079,Monoraphidium
ME,2014,4/29/2014,,8,Chlorophyta,Monoraphidium capricornutum,4,1,197.6155,197.6155,1543.5355,0.00154354,0.136556,Monoraphidium
ME,2014,4/29/2014,,8,Chlorophyta,Scenedesmus quadricauda,24,4,6.8171,27.2683,913.7705,0.00091377,0.080841,Scenedesmus
ME,2014,4/29/2014,,8,Chrysophyta,Chromulina ,3,1,254.0771,254.0771,3591.9393,0.00359194,0.317777,Chromulina
ME,2014,4/29/2014,,8,Chrysophyta,Uroglena ,6,1,56.4616,56.4616,5967.041,0.00596704,0.527901,Uroglena
ME,2014,4/29/2014,,8,Cryptophyta,Cryptomonas erosa,14,1,42.3462,42.3462,12593.9303,0.01259393,1.114179,Cryptomonas
ME,2014,4/29/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,296.4233,296.4233,9933.2345,0.00993323,0.878788,Rhodomonas
ME,2014,4/29/2014,,8,Cryptophyta,Rhodomonas minuta,12,1,42.3462,42.3462,3991.0352,0.00399104,0.353085,Rhodomonas
ME,2014,4/29/2014,,8,Cyanophyta,Chroococcaceae,0.8,1,25513.1397,25513.1397,6840.0728,0.00684007,0.605138,
ME,2014,4/29/2014,,8,Cyanophyta,Aphanocapsa delicatissima,20,20,14.1154,282.3079,147.8164,0.00014782,0.013078,Aphanocapsa
ME,2014,4/29/2014,,8,Cyanophyta,Lyngbya limnetica,100,40,6.8171,272.6833,428.3302,0.00042833,0.037894,Lyngbya
ME,2014,4/29/2014,,8,Cyanophyta,Synechococcus sp. 1,1.2,1,7653.9419,7653.9419,3077.65,0.00307765,0.272278,Synechococcus
ME,2014,4/29/2014,,8,Cyanophyta,Synechocystis ,1.5,1,4319.3113,4319.3113,7632.655,0.00763266,0.675258,Synechocystis
ME,2014,4/29/2014,,8,Haptophyta,Chrysochromulina parva,4,1,2936.0024,2936.0024,88793.8157,0.08879382,7.855546,Chrysochromulina
ME,2014,4/29/2014,,8,Miscellaneous,Miscellaneous,4.5,1,338.7695,338.7695,16120.415,0.01612042,1.426166,
ME,2014,4/29/2014,,8,Pyrrhophyta,Gymnodinium sp. 2,10,1,14.1154,14.1154,2365.0572,0.00236506,0.209236,Gymnodinium
ME,2014,4/29/2014,,8,Pyrrhophyta,Gymnodinium sp. 3,8,1,183.5002,183.5002,16187.6312,0.01618763,1.432112,Gymnodinium
ME,2014,4/29/2014,,8,Pyrrhophyta,Peridinium umbonatum,11,1,28.2308,28.2308,6799.5389,0.00679954,0.601552,Peridinium
ME,2014,5/14/2014,,8,Bacillariophyta,Aulacoseira distans,48,4,35.2885,141.154,85142.0666,0.08514207,3.749513,Aulacoseira
ME,2014,5/14/2014,,8,Bacillariophyta,Aulacoseira granulata,100,4,35.2885,141.154,44344.827,0.04434483,1.952871,Aulacoseira
ME,2014,5/14/2014,,8,Bacillariophyta,Cyclotella sp. 1,4,1,105.8655,105.8655,5321.3809,0.00532138,0.234345,Cyclotella
ME,2014,5/14/2014,,8,Bacillariophyta,Fragilaria construens,32,4,35.2885,141.154,227045.5087,0.22704551,9.998701,Fragilaria
ME,2014,5/14/2014,,8,Bacillariophyta,Fragilaria crotonensis,140,2,6.8171,13.6342,37478.8628,0.03747886,1.650506,Fragilaria
ME,2014,5/14/2014,,8,Bacillariophyta,Nitzschia acicularis,80,1,6.8171,6.8171,570.5352,0.00057054,0.025126,Nitzschia
ME,2014,5/14/2014,,8,Bacillariophyta,Stephanodiscus hantzschii,13.3333,1,105.8655,105.8655,104653.7896,0.10465379,4.608776,Stephanodiscus
ME,2014,5/14/2014,,8,Bacillariophyta,Stephanodiscus niagarae,64,1,6.8171,6.8171,701775.6489,0.70177565,30.905016,Stephanodiscus
ME,2014,5/14/2014,,8,Bacillariophyta,Stephanodiscus parvus,6,1,176.4425,176.4425,14966.3783,0.01496638,0.659094,Stephanodiscus
ME,2014,5/14/2014,,8,Bacillariophyta,Synedra filiformis,90,1,35.2885,35.2885,12703.8567,0.01270386,0.559457,Synedra
ME,2014,5/14/2014,,8,Chlorophyta,Actinastrum hantzschii,32,4,6.8171,27.2683,913.7705,0.00091377,0.040241,Actinastrum
ME,2014,5/14/2014,,8,Chlorophyta,Ankistrodesmus falcatus,31,1,529.3274,529.3274,15465.2517,0.01546525,0.681064,Ankistrodesmus
ME,2014,5/14/2014,,8,Chlorophyta,Chlamydomonas ,6.2,1,317.5964,317.5964,45133.3412,0.04513334,1.987596,Chlamydomonas
ME,2014,5/14/2014,,8,Chlorophyta,Dictyosphaerium pulchellum,9,4,70.577,282.3079,1715.9099,0.00171591,0.075566,Dictyosphaerium
ME,2014,5/14/2014,,8,Chlorophyta,Monoraphidium arcuatum,21.5,1,3811.157,3811.157,90722.3063,0.09072231,3.995257,Monoraphidium
ME,2014,5/14/2014,,8,Chlorophyta,Monoraphidium capricornutum,4,1,741.0583,741.0583,5788.2583,0.00578826,0.254905,Monoraphidium
ME,2014,5/14/2014,,8,Chlorophyta,Pyramichlamys dissecta,16,1,70.577,70.577,29563.2156,0.02956322,1.301914,Pyramichlamys
ME,2014,5/14/2014,,8,Chlorophyta,Scenedesmus acutus,16,4,35.2885,141.154,1182.5279,0.00118253,0.052077,Scenedesmus
ME,2014,5/14/2014,,8,Chlorophyta,Scenedesmus bijuga,6,4,35.2885,141.154,591.2657,0.00059127,0.026039,Scenedesmus
ME,2014,5/14/2014,,8,Chlorophyta,Tetrastrum staurogeniaeforme,6,4,35.2885,141.154,991.1055,0.00099111,0.043647,Tetrastrum
ME,2014,5/14/2014,,8,Chrysophyta,Chromulina ,4,1,705.7698,705.7698,23650.5584,0.02365056,1.041531,Chromulina
ME,2014,5/14/2014,,8,Cryptophyta,Cryptomonas erosa,22,1,70.577,70.577,58535.1726,0.05853517,2.57779,Cryptomonas
ME,2014,5/14/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,4940.3887,4940.3887,165553.9087,0.16555391,7.290715,Rhodomonas
ME,2014,5/14/2014,,8,Cryptophyta,Rhodomonas minuta,12,1,35.2885,35.2885,3325.8626,0.00332586,0.146465,Rhodomonas
ME,2014,5/14/2014,,8,Cyanophyta,Chroococcaceae,0.8,1,36994.0526,36994.0526,9918.1055,0.00991811,0.436777,
ME,2014,5/14/2014,,8,Cyanophyta,Anabaena aphanizomenoides,48,8,13.6342,109.0733,8223.9335,0.00822393,0.362168,Anabaena
ME,2014,5/14/2014,,8,Cyanophyta,Aphanizomenon flos-aquae,48,8,6.8171,54.5367,2312.9812,0.00231298,0.10186,Aphanizomenon
ME,2014,5/14/2014,,8,Cyanophyta,Aphanocapsa delicatissima,8,6,35.2885,211.7309,110.8623,0.00011086,0.004882,Aphanocapsa
ME,2014,5/14/2014,,8,Cyanophyta,Aphanothece nidulans,30,10,35.2885,352.8849,369.5411,0.00036954,0.016274,Aphanothece
ME,2014,5/14/2014,,8,Cyanophyta,Chroococcus minimus,20,8,35.2885,282.3079,2309.6247,0.00230962,0.101712,Chroococcus
ME,2014,5/14/2014,,8,Cyanophyta,Lyngbya limnetica,120,40,35.2885,1411.5396,2217.2429,0.00221724,0.097644,Lyngbya
ME,2014,5/14/2014,,8,Cyanophyta,Pseudanabaena limnetica,160,26.6667,6.8171,181.7891,1876.4276,0.00187643,0.082635,Pseudanabaena
ME,2014,5/14/2014,,8,Cyanophyta,Synechococcus sp. 1,1.2,1,7653.9419,7653.9419,3077.65,0.00307765,0.135535,Synechococcus
ME,2014,5/14/2014,,8,Cyanophyta,Synechocystis ,3,1,35.2885,35.2885,498.8805,0.00049888,0.02197,Synechocystis
ME,2014,5/14/2014,,8,Cyanophyta,Synechocystis ,1.5,1,564.6159,564.6159,997.7327,0.00099773,0.043938,Synechocystis
ME,2014,5/14/2014,,8,Haptophyta,Chrysochromulina parva,4,1,17644.2455,17644.2455,533616.6806,0.53361668,23.499578,Chrysochromulina
ME,2014,5/14/2014,,8,Pyrrhophyta,Gymnodinium sp. 2,12,1,35.2885,35.2885,11086.2076,0.01108621,0.488218,Gymnodinium
ME,2014,5/14/2014,,8,Pyrrhophyta,Peridinium umbonatum,11,1,70.577,70.577,16998.8472,0.01699885,0.748601,Peridinium
ME,2014,5/28/2014,,8,Bacillariophyta,Cyclotella sp. 1,4,1,35.2885,35.2885,1773.7936,0.00177379,0.15321,Cyclotella
ME,2014,5/28/2014,,8,Bacillariophyta,Nitzschia acicularis,40,1,70.577,70.577,2217.2394,0.00221724,0.191513,Nitzschia
ME,2014,5/28/2014,,8,Bacillariophyta,Stephanodiscus parvus,7,1,70.577,70.577,10088.4502,0.01008845,0.871386,Stephanodiscus
ME,2014,5/28/2014,,8,Chlorophyta,Chlorococcaceae,6,1,176.4425,176.4425,26606.887,0.02660689,2.298159,
ME,2014,5/28/2014,,8,Chlorophyta,Actinastrum hantzschii,20,3,6.8171,20.4512,925.1925,0.00092519,0.079913,Actinastrum
ME,2014,5/28/2014,,8,Chlorophyta,Ankistrodesmus falcatus,11,1,1905.5785,1905.5785,19755.7041,0.0197557,1.706391,Ankistrodesmus
ME,2014,5/28/2014,,8,Chlorophyta,Chlamydomonas ,8,1,70.577,70.577,20516.8698,0.02051687,1.772136,Chlamydomonas
ME,2014,5/28/2014,,8,Chlorophyta,Dictyosphaerium pulchellum,30,9,13.6342,122.7075,4030.1386,0.00403014,0.348102,Dictyosphaerium
ME,2014,5/28/2014,,8,Chlorophyta,Monoraphidium arcuatum,20.8,1,5505.0046,5505.0046,124945.9882,0.12494599,10.792159,Monoraphidium
ME,2014,5/28/2014,,8,Chlorophyta,Oocystis parva,6,1,35.2885,35.2885,997.7574,0.00099776,0.086181,Oocystis
ME,2014,5/28/2014,,8,Chlorophyta,Pyramichlamys dissecta,16,1,105.8655,105.8655,44344.8234,0.04434482,3.830266,Pyramichlamys
ME,2014,5/28/2014,,8,Chlorophyta,Scenedesmus abundans,16,4,35.2885,141.154,1374.6879,0.00137469,0.118738,Scenedesmus
ME,2014,5/28/2014,,8,Chlorophyta,Scenedesmus quadricauda,16,3,35.2885,105.8655,1995.5183,0.00199552,0.172362,Scenedesmus
ME,2014,5/28/2014,,8,Chrysophyta,Uroglena ,6,1,35.2885,35.2885,2771.551,0.00277155,0.239392,Uroglena
ME,2014,5/28/2014,,8,Cryptophyta,Cryptomonas erosa,24,1,6.8171,6.8171,4283.2984,0.0042833,0.369968,Cryptomonas
ME,2014,5/28/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,13127.3186,13127.3186,439900.3859,0.43990039,37.996217,Rhodomonas
ME,2014,5/28/2014,,8,Cryptophyta,Rhodomonas minuta,12,1,35.2885,35.2885,3325.8626,0.00332586,0.28727,Rhodomonas
ME,2014,5/28/2014,,8,Cyanophyta,Chroococcaceae,0.8,1,35718.3956,35718.3956,9576.1019,0.0095761,0.827132,
ME,2014,5/28/2014,,8,Cyanophyta,Aphanizomenon flos-aquae,87.25,14.5417,70.577,1026.3093,77381.7181,0.07738172,6.683814,Aphanizomenon
ME,2014,5/28/2014,,8,Cyanophyta,Chroococcus minimus,7,4,105.8655,423.4619,748.3207,0.00074832,0.064636,Chroococcus
ME,2014,5/28/2014,,8,Cyanophyta,Lyngbya limnetica,120,40,35.2885,1411.5396,2217.2429,0.00221724,0.191513,Lyngbya
ME,2014,5/28/2014,,8,Cyanophyta,Pseudanabaena limnetica,128,21.3333,35.2885,752.82,7982.0696,0.00798207,0.689448,Pseudanabaena
ME,2014,5/28/2014,,8,Cyanophyta,Synechococcus sp. 1,1.2,1,6378.2849,6378.2849,2564.7084,0.00256471,0.221526,Synechococcus
ME,2014,5/28/2014,,8,Cyanophyta,Synechocystis ,1.5,1,1411.5396,1411.5396,2494.3317,0.00249433,0.215447,Synechocystis
ME,2014,5/28/2014,,8,Haptophyta,Chrysochromulina parva,4,1,11292.3171,11292.3171,341514.6756,0.34151468,29.498191,Chrysochromulina
ME,2014,5/28/2014,,8,Pyrrhophyta,Gymnodinium sp. 3,8,1,35.2885,35.2885,3414.5532,0.00341455,0.29493,Gymnodinium
ME,2014,6/9/2014,,8,Chlorophyta,Chlorococcaceae,6,1,24.1978,24.1978,2736.7084,0.00273671,0.020399,
ME,2014,6/9/2014,,8,Chlorophyta,Chlamydomonas ,7,1,60.4946,60.4946,11648.3296,0.01164833,0.086823,Chlamydomonas
ME,2014,6/9/2014,,8,Chlorophyta,Gloeocystis ,80,5,4.0902,20.4512,10622.7519,0.01062275,0.079179,Gloeocystis
ME,2014,6/9/2014,,8,Chlorophyta,Oocystis parva,60,6,4.0902,24.5415,37007.7001,0.0370077,0.275845,Oocystis
ME,2014,6/9/2014,,8,Chlorophyta,Scenedesmus abundans,10,1,12.0989,12.0989,171.0447,0.00017104,0.001275,Scenedesmus
ME,2014,6/9/2014,,8,Chlorophyta,Schroederia judayi,14.5,1,60.4946,60.4946,953.4124,0.00095341,0.007106,Schroederia
ME,2014,6/9/2014,,8,Chlorophyta,Sphaerocystis schroeteri,21.5,16,60.4946,967.9129,121948.2712,0.12194827,0.908968,Sphaerocystis
ME,2014,6/9/2014,,8,Chrysophyta,Chromulina ,3,1,12.0989,12.0989,171.0447,0.00017104,0.001275,Chromulina
ME,2014,6/9/2014,,8,Cryptophyta,Cryptomonas erosa,10,1,12.0989,12.0989,2027.1919,0.00202719,0.01511,Cryptomonas
ME,2014,6/9/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,24.1978,24.1978,810.8763,0.00081088,0.006044,Rhodomonas
ME,2014,6/9/2014,,8,Cyanophyta,Chroococcaceae,8,1,12756.5698,12756.5698,3419814.412,3.41981441,25.490332,
ME,2014,6/9/2014,,8,Cyanophyta,Anabaena aphanizomenoides,28,4.6667,12.0989,56.462,4257.1035,0.0042571,0.031731,Anabaena
ME,2014,6/9/2014,,8,Cyanophyta,Anabaena augstumalis,140,72,24.5415,1766.9875,138778.8764,0.13877888,1.034419,Anabaena
ME,2014,6/9/2014,,8,Cyanophyta,Anabaena circinalis,60,18,12.0989,217.7804,17104.4328,0.01710443,0.127492,Anabaena
ME,2014,6/9/2014,,8,Cyanophyta,Aphanizomenon flos-aquae,114.9333,19.1556,1802.7378,34532.5236,2603684.963,2.60368496,19.407133,Aphanizomenon
ME,2014,6/9/2014,,8,Cyanophyta,Aphanocapsa delicatissima,37,43.5,48.3956,2105.2105,1102.2834,0.00110228,0.008216,Aphanocapsa
ME,2014,6/9/2014,,8,Cyanophyta,Aphanocapsa holsatica,50,70,24.1978,1693.8476,886.8962,0.0008869,0.006611,Aphanocapsa
ME,2014,6/9/2014,,8,Cyanophyta,Aphanothece nidulans,25,25,1524.4628,38111.5702,39910.2839,0.03991028,0.29748,Aphanothece
ME,2014,6/9/2014,,8,Cyanophyta,Chroococcus minutus,40,16,12.0989,193.5826,3243.5076,0.00324351,0.024176,Chroococcus
ME,2014,6/9/2014,,8,Cyanophyta,Microcystis aeruginosa,4,1,217.7804,217.7804,7297.8866,0.00729789,0.054396,Microcystis
ME,2014,6/9/2014,,8,Cyanophyta,Microcystis aeruginosa,20,16,4.0902,65.444,7401.5402,0.00740154,0.055169,Microcystis
ME,2014,6/9/2014,,8,Cyanophyta,Pseudanabaena limnetica,60,15,12.0989,181.4837,1282.833,0.00128283,0.009562,Pseudanabaena
ME,2014,6/9/2014,,8,Cyanophyta,Pseudanabaena mucicola,15.5,4.9167,60.4946,297.4336,736.4426,0.00073644,0.005489,Pseudanabaena
ME,2014,6/9/2014,,8,Cyanophyta,Rhabdoderma lineare,240,300,12.0989,3629.6734,3800.9855,0.00380099,0.028332,Rhabdoderma
ME,2014,6/9/2014,,8,Cyanophyta,Synechococcus sp. 1,12,1,17348.935,17348.935,6976421.4,6.9764214,52.000277,Synechococcus
ME,2014,6/9/2014,,8,Cyanophyta,Synechocystis ,1.5,1,60.4946,60.4946,106.8999,0.0001069,0.000797,Synechocystis
ME,2014,6/9/2014,,8,Haptophyta,Chrysochromulina parva,4,1,72.5935,72.5935,2195.4515,0.00219545,0.016364,Chrysochromulina
ME,2014,6/23/2014,,8,Chlorophyta,Chlorococcaceae,4,1,31.7596,31.7596,1064.2751,0.00106428,0.013656,
ME,2014,6/23/2014,,8,Chlorophyta,Chlamydomonas ,6,1,10.5865,10.5865,1118.8202,0.00111882,0.014356,Chlamydomonas
ME,2014,6/23/2014,,8,Chlorophyta,Oocystis lacustris,28,3,10.5865,31.7596,47892.4114,0.04789241,0.614511,Oocystis
ME,2014,6/23/2014,,8,Chlorophyta,Sphaerocystis schroeteri,128,26,2.5563,66.4638,34800.3546,0.03480035,0.446526,Sphaerocystis
ME,2014,6/23/2014,,8,Cryptophyta,Rhodomonas minuta,8,1,10.5865,10.5865,354.7584,0.00035476,0.004552,Rhodomonas
ME,2014,6/23/2014,,8,Cyanophyta,Chroococcaceae,0.8,1,80366.39,80366.39,21546.2292,0.02154623,0.276461,
ME,2014,6/23/2014,,8,Cyanophyta,Anabaena circinalis,60,24,10.5865,254.0771,18403.1023,0.0184031,0.236132,Anabaena
ME,2014,6/23/2014,,8,Cyanophyta,Aphanizomenon flos-aquae,128.8,21.4667,3207.7238,68859.2451,5191856.592,5.19185659,66.617119,Aphanizomenon
ME,2014,6/23/2014,,8,Cyanophyta,Aphanocapsa delicatissima,10,20,10.5865,211.7309,110.8623,0.00011086,0.001422,Aphanocapsa
ME,2014,6/23/2014,,8,Cyanophyta,Aphanothece nidulans,30.1818,39.5455,317.5964,12559.5092,13152.2711,0.01315227,0.168758,Aphanothece
ME,2014,6/23/2014,,8,Cyanophyta,Chroococcus minutus,10,3,10.5865,31.7596,224.4962,0.0002245,0.002881,Chroococcus
ME,2014,6/23/2014,,8,Cyanophyta,Gloeotrichia echinulata,960,48000,0.6391,30675.5914,2312885.102,2.3128851,29.67681,Gloeotrichia
ME,2014,6/23/2014,,8,Cyanophyta,Microcystis aeruginosa,4,1,1206.8664,1206.8664,40442.4548,0.04044245,0.51892,Microcystis
ME,2014,6/23/2014,,8,Cyanophyta,Microcystis aeruginosa,44.5714,36.5714,84.6924,3097.3188,103792.2289,0.10379223,1.331766,Microcystis
ME,2014,6/23/2014,,8,Cyanophyta,Pseudanabaena limnetica,42.6667,10.6667,52.9327,564.6176,3991.033,0.00399103,0.051209,Pseudanabaena
ME,2014,6/23/2014,,8,Cyanophyta,Pseudanabaena mucicola,12,3,10.5865,31.7596,99.7761,0.00009978,0.00128,Pseudanabaena
ME,2014,6/23/2014,,8,Cyanophyta,Synechococcus sp. 1,1.2,1,956.7427,956.7427,384.7063,0.00038471,0.004936,Synechococcus
ME,2014,6/23/2014,,8,Cyanophyta,Synechocystis ,1.5,1,10.5865,10.5865,18.7075,0.00001871,0.00024,Synechocystis
ME,2014,6/23/2014,,8,Haptophyta,Chrysochromulina parva,4,1,10.5865,10.5865,320.17,0.00032017,0.004108,Chrysochromulina
ME,2014,6/23/2014,,8,Miscellaneous,Miscellaneous,6,1,10.5865,10.5865,1118.8202,0.00111882,0.014356,
ME,2014,7/7/2014,,8,Chlorophyta,Chlorococcaceae,4.5,1,52.9327,52.9327,2619.1171,0.00261912,0.026483,
