year,season,researcher,lakename,lakeregloc,lakecountry,lakearea,lakemeandepth,lakemaxdepth,lakeelevation,watershedarea,h2oresidence,lakefetch,stationdistance,stationdepth,stationname,poolstation,stationlat,stationlong,multiplestations,startday,startmonth,startyear,endday,endmonth,endyear,iceduration,periodn,samplenarrat,sampletype,photicdepth,sampledepth,icedepth,snowdepth,icenarrat,sidata,fadata,gutdata,foodwebnarrat,watertemp,airtemp,averadiation,cvradiation,avesecchidepth,cvsecchidepth,avetotphos,cvtotphos,maxtotphos,avetotdissphos,cvtotdissphos,maxtotdissphos,avetotnitro,cvtotnitro,maxtotnitro,avetotdissnitro,cvtotdissnitro,maxtotdissnitro,avetotdoc,cvtotdoc,maxtotdoc,avesuva,cvsuva,maxsuva,avecolor,cvcolor,maxcolor,avechla,cvchla,maxchla,waterchemnarrat,profiles,avephytoppr,maxphytoppr,phytopprunit,phytopprnarrat,phytomethod,avephytomass,cvphytomass,maxphytomass,avephytocount,cvphytocount,maxphytocount,propchloro,propcrypto,propcyano,propdiatom,propdino,propotherphyto,aveciliamass,cvciliamass,maxciliamass,aveciliacount,cvciliacount,maxciliacount,avehnfmass,cvhnfmass,maxhnfmass,avehnfcount,cvhnfcount,maxhnfcount,zoopmethod,avezoopmass,cvzoopmass,maxzoopmass,avezoopcount,cvzoopcount,maxzoopcount,propdaphnia,propothercladoc,propcyclopoid,propcalanoid,proprotifer,propotherzoop,avebactcount,cvbactcount,maxbactcount,avebactprod,cvbactprod,maxbactprod,bactprodunit,bactprodmethod,bactcompnarrat,bensubstrate,avebenalgalmass,cvbenalgalmass,maxbenalgalmass,avebenchla,cvbenchla,maxbenchla,macrophytemass,benamphdens,bengastrodens,benbivalvedens,beninsectdens,benoligodens,fishnarrat
2007,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,1,Jul,2007,15,Sep,2007,NA,11,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9,0.262936879,14,NA,NA,NA,361.8181818,0.059081353,387,NA,NA,NA,4.2,0.036885556,4.5,NA,NA,NA,NA,NA,NA,0.572727273,0.3499991,0.9,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,25,Jan,2008,28,Feb,2008,NA,5,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.4,0.380341814,19,NA,NA,NA,499,0.066162621,539,NA,NA,NA,4.04,0.03320893,4.2,NA,NA,NA,NA,NA,NA,3.04,0.872981943,6.7,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,1,Jul,2008,15,Sep,2008,NA,11,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.63636364,0.394326215,21,NA,NA,NA,419.1818182,0.125387346,495,NA,NA,NA,4.609090909,0.076063574,5.5,NA,NA,NA,NA,NA,NA,1.445454546,1.031427366,4.8,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,25,Jan,2009,28,Feb,2009,NA,5,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,17.6,0.686066311,39,NA,NA,NA,652.2,0.487361547,1220,NA,NA,NA,4.54,0.107456484,5.4,NA,NA,NA,NA,NA,NA,0.32,0.513489898,0.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,1,Jul,2009,15,Sep,2009,NA,10,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,10.4,0.283794149,16,NA,NA,NA,401.4,0.105226583,474,NA,NA,NA,4.36,0.090589072,5,NA,NA,NA,NA,NA,NA,0.94,0.684314477,2.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,25,Jan,2010,28,Feb,2010,NA,5,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,12,0.058925565,13,NA,NA,NA,404.4,0.104877009,465,NA,NA,NA,4.2,0.047619048,4.4,NA,NA,NA,NA,NA,NA,2.525,1.529203567,8.3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,1,Jul,2010,15,Sep,2010,NA,11,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,8.272727273,0.31563531,14,NA,NA,NA,505,0.332845312,956,NA,NA,NA,4.354545455,0.049641213,4.7,NA,NA,NA,NA,NA,NA,0.863636364,0.657604146,2.3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,25,Jan,2011,28,Feb,2011,NA,5,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,5.8,0.373784196,9,NA,NA,NA,342.4,0.097250726,382,NA,NA,NA,4.16,0.027408063,4.3,NA,NA,NA,NA,NA,NA,0.78,1.260719976,2.5,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.99,NA,Beaverton,Beaverton,44.436421,-79.170345,yes,1,Jul,2011,15,Sep,2011,NA,11,intake sample. Beaverton station is the same as WTP station in Rebecca North's data from Lake Simcoe,intake,NA,4.6,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9,0.293972368,15,NA,NA,NA,384.0909091,0.129344078,456,NA,NA,NA,4.381818182,0.059352057,5,NA,NA,NA,NA,NA,NA,1,0.900617072,3.3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1,8,WTP,Beaverton,NA,NA,yes,11,Jan,2011,5,Apr,2011,101,5,This is the same station as Beaverton in data from Michelle Palmer,intake,NA,4.5,NA,NA,NA,no,no,no,NA,2.52,-6,NA,NA,NA,NA,7.5,0.1,8.5,5.3,0.4,7.4,NA,NA,NA,109.6,0.6,207.2,3.312,0,3.432,NA,NA,NA,NA,NA,NA,1.8,0.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02E+08,0.511,5.66E+08,0.071,0.779,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1,8,WTP,Beaverton,NA,NA,yes,7,Jun,2011,5,Jul,2011,NA,2,This is the same station as Beaverton in data from Michelle Palmer,intake,NA,4.5,NA,NA,NA,no,no,no,NA,18.9,20.21,NA,NA,NA,NA,8,0.3,9.5,4.9,0.2,5.7,NA,NA,NA,24,0.6,33.7,3.792,0,3.912,NA,NA,NA,NA,NA,NA,1.2,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98E+09,0.4,2.54E+09,0.691,0.251,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.2,2.5,C1,Cooks-Bay,44.21159695,-79.51295964,yes,9,Feb,2010,9,Feb,2010,93,1,NA,in situ,0.6,1,NA,NA,NA,no,no,no,NA,0.75,-3.15,670,1,NA,NA,20.5,1,20.5,12.798,1,12.798,NA,NA,NA,88.119,1,88.119,3.39301,1,3.39301,NA,NA,NA,NA,NA,NA,4.4,1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.2,2.5,C1,Cooks-Bay,44.21159695,-79.51295964,yes,3,Jun,2010,8,Jul,2010,NA,2,NA,in situ,4.6,1.5,NA,NA,NA,no,no,no,NA,24.17,19.86229508,537.36,1.088,1.7,0.2,15.65,0.329840256,19.3,5.099,0.08315356,5.399,NA,NA,NA,21.305,0.610842525,30.507,3.43907,0.083156202,3.64129,NA,NA,NA,NA,NA,NA,0.8,0.875,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.2,2.5,C1,Cooks-Bay,44.21159695,-79.51295964,yes,8,Feb,2011,8,Feb,2011,101,1,NA,in situ,1.75,1,40.6,12,NA,no,no,no,NA,-0.04,-6,11.1,1,NA,NA,16,1,16,8.7,1,8.7,NA,NA,NA,58.4,1,58.4,3.24,1,3.24,NA,NA,NA,NA,NA,NA,11,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56E+08,1,2.56E+08,0.086,1,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1.5,12.1,C6,Cooks-Bay,44.2430494,-79.5119419,yes,9,Feb,2010,9,Feb,2010,93,1,NA,in situ,9.2,1,NA,NA,NA,no,no,no,NA,-0.2,-3.15,205.905,1,NA,NA,19.3,1,19.3,16.798,1,16.798,NA,NA,NA,99.521,1,99.521,3.32306,1,3.32306,NA,NA,NA,NA,NA,NA,1.7,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1.5,12.1,C6,Cooks-Bay,44.2430494,-79.5119419,yes,3,Jun,2010,2,Sep,2010,NA,4,NA,in situ,14,10,NA,NA,NA,no,no,no,NA,20.35,17.52183099,807.425,0.677,5.2,0.2,10.525,0.295771971,13.6,4.199,0.28101929,5.199,NA,NA,NA,36.283,0.447206681,60.313,3.31184,0.074097783,3.52105,NA,NA,NA,NA,NA,NA,1.9,0.842105263,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1.5,12.1,C6,Cooks-Bay,44.2430494,-79.5119419,yes,4,Feb,2011,24,Feb,2011,101,3,NA,in situ,3.138359839,2,38.5,6.1,NA,no,no,no,NA,0.12,-6,54.82,1.1,NA,NA,9.2,0.1,10,6.6,0,6.8,NA,NA,NA,42.1,0.3,51.7,3.252,0,3.372,NA,NA,NA,NA,NA,NA,1.3,0.4,1.9,NA,NA,384.753,1070.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02E+08,0.566,4.81E+08,0.017,0.26,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,1.5,12.1,C6,Cooks-Bay,44.2430494,-79.5119419,yes,14,Jul,2011,14,Jul,2011,NA,1,NA,in situ,17.293,10,NA,NA,NA,no,no,no,NA,22.62,20.21,1969,1,7.5,1,11.4,1,11.4,9.2,1,9.2,NA,NA,NA,75.6,1,75.6,3.564,1,3.564,NA,NA,NA,NA,NA,NA,2.5,1,2.5,NA,NA,46500.43401,46500.43401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81E+08,1,3.81E+08,0.095,1,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.8,18.6,C9,Cooks-Bay,44.2939297,-79.5005669,yes,9,Feb,2010,9,Feb,2010,93,1,NA,in situ,7.7,1,NA,NA,NA,no,no,no,NA,-0.24,-3.15,194.065,1,NA,NA,16.6,1,16.6,15.698,1,15.698,NA,NA,NA,90.419,1,90.419,3.28976,1,3.28976,NA,NA,NA,NA,NA,NA,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.8,18.6,C9,Cooks-Bay,44.2939297,-79.5005669,yes,3,Jun,2010,2,Sep,2010,NA,4,NA,in situ,16.7,10,NA,NA,NA,no,no,no,NA,21.49,17.52183099,957.475,0.79,5.1,0.3,8.75,0.234171429,11.1,3.866,0.319192964,4.899,NA,NA,NA,33.357,0.320862188,46.11,3.28299,0.07064292,3.52397,NA,NA,NA,NA,NA,NA,1.8,0.833333333,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.8,18.6,C9,Cooks-Bay,44.2939297,-79.5005669,yes,8,Feb,2011,8,Feb,2011,101,1,NA,in situ,7.594717367,1,35.6,22.9,NA,no,no,no,NA,0.03,-6,13.8,1,NA,NA,9.1,1,9.1,6.7,1,6.7,NA,NA,NA,58.6,1,58.6,3.228,1,3.228,NA,NA,NA,NA,NA,NA,1.1,1,1.1,NA,NA,20.835,20.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50E+08,1,2.50E+08,0.05,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Rebecca.North,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,30,0.8,18.6,C9,Cooks-Bay,44.2939297,-79.5005669,yes,14,Jul,2011,14,Jul,2011,NA,1,NA,in situ,17.05,10,NA,NA,NA,no,no,no,NA,22.42,20.21,2010,1,7.2,1,8.9,1,8.9,4.4,1,4.4,NA,NA,NA,33.3,1,33.3,3.528,1,3.528,NA,NA,NA,NA,NA,NA,1.9,1,1.9,NA,NA,34172.96321,34172.96321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86E+08,1,2.86E+08,0.635,1,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.2,NA,Georgina,Georgina,44.311499,-79.41305,yes,25,Jan,1983,28,Feb,1983,NA,4,intake sample,intake,NA,4,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.5,0.389141632,14,NA,NA,NA,330,0.059330001,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.08660254,1.89,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.2,NA,Georgina,Georgina,44.311499,-79.41305,yes,1,Jul,1983,15,Sep,1983,NA,8,intake sample,intake,NA,4,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,14.25,0.566083252,32,NA,NA,NA,353.125,0.146940729,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5525,0.301226227,2.16,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.2,NA,Georgina,Georgina,44.311499,-79.41305,yes,25,Jan,1984,28,Feb,1984,NA,5,intake sample,intake,NA,4,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,13.6,0.287611871,17,NA,NA,NA,355,0.157784201,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377,1.092598566,4.05,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,iceoff,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.2,NA,Georgina,Georgina,44.311499,-79.41305,yes,1,Jul,1984,15,Sep,1984,NA,8,intake sample,intake,NA,4,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,21.66666667,0.77706777,45,NA,NA,NA,437.5,0.242301886,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8225,0.223978947,2.295,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,iceon,Michelle.Palmer,Lake Simcoe,Ontario,Canada,722,16,42,219,2899,4015,NA,0.2,NA,Georgina,Georgina,44.311499,-79.41305,yes,25,Jan,1985,28,Feb,1985,NA,5,intake sample,intake,NA,4,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9,0.136082764,11,NA,NA,NA,317,0.093046569,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,0.122304443,1.5,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
