lakeid,year4,sampledate,depth_range_m,rep,tri_chl_spec,mono_chl_spec,phaeo_spec,uncorrect_chl_fluor,correct_chl_fluor,phaeo_fluor,flag_spec,flag_fluor
FI,2011,10/6/2011,0-2,1,8.6,6.7,2.7,18.3,17.2,2.4,J,D
FI,2011,10/6/2011,0-2,2,9.2,7.6,2.2,14.7,13.3,2.9,J,D
ME,2011,10/31/2011,0-2,1,10.8,8.4,3.4,11.4,10.1,2.8,J,D
ME,2011,10/31/2011,0-2,2,8.1,5.8,3.3,13.6,12.3,2.9,J,D
ME,2011,10/31/2011,0-8,1,5.2,4.2,1.4,9.8,8.7,2.4,J,D
MO,2011,11/1/2011,0-2,1,11.4,7.1,6.6,15.5,13.4,4.5,J,D
MO,2011,11/1/2011,0-2,2,11.7,9.1,3.7,20.3,18,5,J,D
MO,2011,11/1/2011,0-8,1,11.3,9.2,2.8,18,15.7,4.8,J,D
WI,2011,11/1/2011,0-2,1,3.3,2.5,1.1,6.2,5,2.5,J,D
WI,2011,11/1/2011,0-2,2,4,3,1.5,6.9,5.6,2.7,J,D
FI,2011,11/3/2011,0,1,,,,15.5,13.9,3.4,,D
FI,2011,11/3/2011,2,1,,,,14.1,12.7,3,,D
FI,2011,11/3/2011,4,1,,,,8.9,7.4,3.1,,D
FI,2011,11/3/2011,6,1,,,,15.7,14.3,3.1,,D
FI,2011,11/3/2011,8,1,,,,9.5,8,3.2,,D
FI,2011,11/3/2011,10,1,,,,8,6.6,2.9,,D
FI,2011,11/3/2011,12,1,,,,8.3,6.9,3,,D
FI,2011,11/3/2011,0-2,1,5.7,4.5,1.6,10.1,8.7,3,J,D
FI,2011,11/3/2011,0-2,2,5.9,4.7,1.7,11.2,9.6,3.3,J,D
WI,2012,2/16/2012,0-2,1,8.9,3.1,9.4,8,6.8,2.5,J,D
WI,2012,2/16/2012,0-2,2,6.9,4.5,3.7,6.3,4.9,2.8,J,D
ME,2012,2/22/2012,0-2,1,14.5,10,7,18.5,14,9.4,J,D
ME,2012,2/22/2012,0-2,2,18.7,13.1,8.3,19.2,16.4,5.8,J,D
ME,2012,2/22/2012,0-8,1,14.4,9.8,7.1,19.9,14.2,12,J,D
ME,2012,3/21/2012,0-2,1,21.5,11.7,15.7,29.7,25.3,9.3,J,D
ME,2012,3/21/2012,0-2,2,21.4,12.6,13.8,33.2,28.1,10.6,J,D
ME,2012,3/21/2012,0-8,1,20.8,12.8,12.5,28.1,23.3,10.4,J,D
ME,2012,4/3/2012,0-2,1,16,9,10.8,19,15.1,8.2,J,D
ME,2012,4/3/2012,0-2,2,17.6,12.4,7.7,21.6,16.5,11,J,D
ME,2012,4/3/2012,0-8,1,13.8,8.2,8.7,17.7,13.2,9.6,J,D
WI,2012,4/4/2012,0-2,1,6.2,4.3,3,6.8,5.3,3.3,J,D
WI,2012,4/4/2012,0-2,2,5.3,3.6,2.5,7.4,5.9,3.2,J,D
MO,2012,4/5/2012,0-2,1,4.8,1.8,4.8,6.3,4.9,2.9,J,D
MO,2012,4/5/2012,0-2,2,5.1,2.7,3.7,7,5.3,3.6,J,D
MO,2012,4/5/2012,0-8,1,4.8,1.8,4.8,6.3,4.3,4.3,J,D
ME,2012,4/17/2012,0-2,1,1.5,0.9,1,1.2,1,0.5,J,D
ME,2012,4/17/2012,0-2,2,0.9,0.6,0.4,1.3,1,0.7,J,D
ME,2012,4/17/2012,0-8,1,0.6,0.4,0.3,0.9,0.6,0.6,J,D
MO,2012,4/18/2012,0-2,1,1.5,1.1,0.6,1.4,1,0.7,J,D
MO,2012,4/18/2012,0-2,2,1.4,1.1,0.5,1.6,1.2,0.7,J,D
MO,2012,4/18/2012,0-8,1,1.2,0.8,0.6,1.5,1.2,0.7,J,D
WI,2012,4/18/2012,0-2,1,3.1,7.1,-6.9,4.3,3.3,2,J,D
WI,2012,4/18/2012,0-2,2,2.9,1.9,1.5,4.3,3.4,2,J,D
FI,2012,4/19/2012,0-2,1,15,12.1,3.9,13.1,11.9,2.5,J,D
FI,2012,4/19/2012,0-2,2,12.3,11.5,0.5,17.3,16.5,1.6,J,D
ME,2012,5/1/2012,0-2,1,0.5,0.3,0.2,0.5,0.4,0.2,J,D
ME,2012,5/1/2012,0-2,2,0.7,0.7,0,0.9,0.7,0.3,J,D
ME,2012,5/1/2012,0-8,1,0.5,0.4,0.2,0.4,0.3,0.2,J,D
MO,2012,5/3/2012,0-2,1,2.1,0.8,2.2,3.1,2.6,0.9,J,D
MO,2012,5/3/2012,0-2,2,1,0.8,0.4,2.1,1.8,0.7,J,D
MO,2012,5/3/2012,0-8,1,1.6,1.4,0.4,,,,J,
WI,2012,5/3/2012,0-2,1,5.6,5.6,-0.4,5.4,4.7,1.5,J,D
WI,2012,5/3/2012,0-2,2,4.8,4,1.1,5.9,5,1.9,J,D
FI,2012,5/4/2012,0-2,1,20.2,20.6,-2,14.5,13,3.2,J,D
FI,2012,5/4/2012,0-2,2,21.2,9.9,17.8,25.4,22.8,5.7,J,D
ME,2012,5/14/2012,0-2,1,1.2,1.3,-0.2,2.7,2.1,1.2,J,D
ME,2012,5/14/2012,0-2,2,1.6,1.7,-0.3,2.5,2.1,0.9,J,D
ME,2012,5/14/2012,0-8,1,1.9,2,-0.4,2.4,2,1,J,D
FI,2012,5/15/2012,0-2,1,21.4,22.2,-2.8,22.4,21.7,1.5,J,D
FI,2012,5/15/2012,0-2,2,18.9,19.5,-2.2,27.5,25.5,4.2,J,D
MO,2012,5/16/2012,0-2,1,25.2,25.7,-2.5,3.6,3.8,-0.5,J,D
MO,2012,5/16/2012,0-2,2,16.1,17,-2.6,13.1,11.6,3.3,J,D
MO,2012,5/16/2012,0-8,1,14,14.4,-1.7,15.5,14.6,1.8,J,D
WI,2012,5/17/2012,0-2,1,3.3,3.5,-0.5,4.7,4,1.4,J,D
WI,2012,5/17/2012,0-2,2,3.1,3.3,-0.5,4.6,3.7,1.8,J,D
ME,2012,5/29/2012,0-2,1,1.1,1,0.1,2,1.5,1,J,D
ME,2012,5/29/2012,0-2,2,0.8,0.7,0.1,2.2,1.7,1.1,J,D
ME,2012,5/29/2012,0-8,1,0.8,0.8,0,2.1,1.7,1,J,D
MO,2012,5/30/2012,0-2,1,3.9,1,4.7,5,4.3,1.5,J,D
MO,2012,5/30/2012,0-2,2,1.7,1.4,0.4,5.5,4.8,1.5,J,D
MO,2012,5/30/2012,0-8,1,3.7,3.1,0.8,5.8,5.1,1.4,J,D
WI,2012,5/30/2012,0-2,1,2.4,1.9,0.7,6.7,5.1,3.4,J,D
WI,2012,5/30/2012,0-2,2,3.3,1.9,2.2,5.9,4.6,2.7,J,D
FI,2012,5/31/2012,0-2,1,6.5,5.6,1.2,8.8,7,3.8,J,D
FI,2012,5/31/2012,0-2,2,8.3,4,7,12,10.2,3.8,J,D
ME,2012,6/11/2012,0,1,,,,9,7.4,3.4,,D
ME,2012,6/11/2012,2,1,,,,8.1,6.7,2.8,,D
ME,2012,6/11/2012,4,1,,,,8,6.7,2.9,,D
ME,2012,6/11/2012,6,1,,,,7.4,5.8,3.2,,D
ME,2012,6/11/2012,8,1,,,,6.8,5.1,3.5,,D
ME,2012,6/11/2012,10,1,,,,3.8,2.9,2,,D
ME,2012,6/11/2012,12,1,,,,3,2.2,1.7,,D
ME,2012,6/11/2012,0-2,1,4.4,3,2.1,11.2,9.1,4.4,J,D
ME,2012,6/11/2012,0-2,2,4.1,3.4,1,8.2,6.5,3.6,J,D
ME,2012,6/11/2012,0-8,1,3.9,3.2,1,6.5,5.1,2.9,J,D
MO,2012,6/12/2012,0,1,,,,5.9,5.1,1.6,,D
MO,2012,6/12/2012,2,1,,,,8.6,7.7,1.9,,D
MO,2012,6/12/2012,4,1,,,,5.7,3.6,4.4,,D
MO,2012,6/12/2012,6,1,,,,3.6,3,1.3,,D
MO,2012,6/12/2012,8,1,,,,1.4,1,0.8,,D
MO,2012,6/12/2012,10,1,,,,0.4,0.2,0.3,,D
MO,2012,6/12/2012,12,1,,,,0.4,0.2,0.4,,D
MO,2012,6/12/2012,0-2,1,5.6,2.8,4.4,8.3,7.5,1.7,J,D
MO,2012,6/12/2012,0-2,2,5.7,4.8,1.1,4.7,4.1,1.3,J,D
MO,2012,6/12/2012,0-8,1,1.7,1.3,0.6,8.9,7.9,2,J,D
WI,2012,6/13/2012,0,1,,,,5.7,4.3,3,,D
WI,2012,6/13/2012,1,1,,,,6.1,4.9,2.7,,D
WI,2012,6/13/2012,2,1,,,,7.8,5.8,4.3,,D
WI,2012,6/13/2012,0-2,1,3.8,2.4,2.1,6.2,4.6,3.5,J,D
WI,2012,6/13/2012,0-2,2,3.7,3,1,6.2,4.5,3.5,J,D
FI,2012,6/14/2012,0,1,,,,9.4,7.5,4,,D
FI,2012,6/14/2012,2,1,,,,9.4,7.4,4.1,,D
FI,2012,6/14/2012,4,1,,,,9.5,7.4,4.4,,D
FI,2012,6/14/2012,6,1,,,,7.4,5.4,4.1,,D
FI,2012,6/14/2012,7,1,,,,4.3,2.9,3,,D
FI,2012,6/14/2012,8,1,,,,3,1.8,2.5,,D
FI,2012,6/14/2012,9,1,,,,1.5,0.8,1.5,,D
FI,2012,6/14/2012,10,1,,,,1.5,0.9,1.4,,D
FI,2012,6/14/2012,11,1,,,,1.3,-0.6,4.1,,D
FI,2012,6/14/2012,12,1,,,,2.6,-6.4,19.2,,D
FI,2012,6/14/2012,0-2,1,7.1,5.6,2.2,13.1,10.4,5.7,J,D
FI,2012,6/14/2012,0-2,2,,,,10.8,8.5,4.9,,D
ME,2012,6/25/2012,0-2,1,6.2,4.2,3,14,12.6,2.8,J,D
ME,2012,6/25/2012,0-2,2,6.7,6,0.9,13.7,12.4,2.7,J,D
ME,2012,6/25/2012,0-8,1,6.2,5.2,1.3,10.5,7.7,6.1,J,D
MO,2012,6/26/2012,0-2,1,7,5.8,1.5,15,11.9,6.7,J,D
MO,2012,6/26/2012,0-2,2,5.9,5,1.3,11.5,10.1,2.9,J,D
MO,2012,6/26/2012,0-8,1,4.8,4,1,9.1,8,2.4,J,D
WI,2012,6/26/2012,0-2,1,3,2.2,1.2,7.1,5.5,3.4,J,D
WI,2012,6/26/2012,0-2,2,3.1,2.5,0.9,7.4,5.8,3.3,J,D
FI,2012,6/27/2012,0-2,1,6.4,5.3,1.6,17.4,14.9,5.3,J,D
FI,2012,6/27/2012,0-2,2,6.4,4.9,2.3,13.7,11.4,4.9,J,D
FI,2012,7/9/2012,0,1,,,,16.6,13.7,6.1,,D
FI,2012,7/9/2012,2,1,,,,17.7,15.1,5.4,,D
FI,2012,7/9/2012,4,1,,,,14.6,11.5,6.5,,D
FI,2012,7/9/2012,6,1,,,,7.7,5.4,4.8,,D
FI,2012,7/9/2012,7,1,,,,2.8,1.7,2.4,,D
FI,2012,7/9/2012,8,1,,,,2.7,1.6,2.2,,D
FI,2012,7/9/2012,9,1,,,,1.9,1.1,1.5,,D
FI,2012,7/9/2012,10,1,,,,2.6,1.2,3,,D
FI,2012,7/9/2012,11,1,,,,3.7,-21.5,53.5,,D
FI,2012,7/9/2012,12,1,,,,4.5,-12.3,35.6,,D
FI,2012,7/9/2012,0-2,1,4.4,3,2.2,18.6,16.5,4.4,J,D
FI,2012,7/9/2012,0-2,2,4.2,3.7,0.7,12.7,11,3.7,J,D
ME,2012,7/10/2012,0,1,,,,5.9,5.3,1.4,,D
ME,2012,7/10/2012,2,1,,,,6.2,5.5,1.4,,D
ME,2012,7/10/2012,4,1,,,,6.3,5.6,1.5,,D
ME,2012,7/10/2012,6,1,,,,11.3,10.4,1.8,,D
ME,2012,7/10/2012,8,1,,,,5.3,4.7,1.4,,D
ME,2012,7/10/2012,10,1,,,,4,3.4,1.2,,D
ME,2012,7/10/2012,12,1,,,,3.5,2.8,1.5,,D
ME,2012,7/10/2012,0-2,1,1.6,1.3,0.3,6.6,5.8,1.7,J,D
ME,2012,7/10/2012,0-2,2,1.9,1.6,0.3,6.2,5.5,1.5,J,D
ME,2012,7/10/2012,0-8,1,1.6,1.4,0.2,6.7,6,1.5,J,D
MO,2012,7/11/2012,0,1,,,,6.6,5.8,1.7,,D
MO,2012,7/11/2012,2,1,,,,9.7,8.6,2.3,,D
MO,2012,7/11/2012,4,1,,,,11.8,10.1,3.4,,D
MO,2012,7/11/2012,6,1,,,,6,4.4,3.4,,D
MO,2012,7/11/2012,8,1,,,,2.3,1.5,1.7,,D
MO,2012,7/11/2012,10,1,,,,2.3,1.5,1.7,,D
MO,2012,7/11/2012,12,1,,,,2.4,1.4,2.1,,D
MO,2012,7/11/2012,0-2,1,2.3,1.1,1.8,9.9,8.8,2.4,J,D
MO,2012,7/11/2012,0-2,2,2.4,2.1,0.4,9.8,8.6,2.5,J,D
MO,2012,7/11/2012,0-8,1,1.8,1.4,0.7,8.8,7.4,3,J,D
WI,2012,7/12/2012,0,1,,,,6.7,5.1,3.3,,D
WI,2012,7/12/2012,1,1,,,,8.2,6.4,3.7,,D
WI,2012,7/12/2012,2,1,,,,10.1,7.9,4.8,,D
WI,2012,7/12/2012,0-2,1,1.6,1.5,0.1,9.1,7.1,4.1,J,D
WI,2012,7/12/2012,0-2,2,1.6,1.5,0.1,6.5,5.1,3.1,J,D
ME,2012,7/23/2012,0-2,1,4.9,3.5,2.2,8.4,7.6,1.7,J,D
ME,2012,7/23/2012,0-2,2,3.9,2.9,1.5,8.7,7.9,1.7,J,D
ME,2012,7/23/2012,0-8,1,3.9,2.8,1.7,8.6,5.1,7.4,J,D
MO,2012,7/24/2012,0-2,1,6.4,4.1,3.4,11.3,10.4,2,J,D
MO,2012,7/24/2012,0-2,2,6.3,3.8,3.8,13.6,12.7,1.8,J,D
MO,2012,7/24/2012,0-8,1,5.5,4.5,1.4,11,9.7,2.5,J,D
WI,2012,7/24/2012,0-2,1,8.4,6.1,3.5,20.1,15.5,9.7,J,D
WI,2012,7/24/2012,0-2,2,11.3,4.7,10.7,27.7,22.2,11.6,J,D
FI,2012,7/27/2012,0-2,1,16.2,14.8,1.3,32.9,29.8,6.5,J,D
FI,2012,7/27/2012,0-2,2,14,12.1,2.4,29.4,26.6,5.9,J,D
ME,2012,8/6/2012,0,1,,,,7.4,6.7,1.4,,D
ME,2012,8/6/2012,2,1,,,,10,9.3,1.4,,D
ME,2012,8/6/2012,4,1,,,,10.1,9.4,1.5,,D
ME,2012,8/6/2012,6,1,,,,10.6,10,1.3,,D
ME,2012,8/6/2012,8,1,,,,9.4,8.7,1.5,,D
ME,2012,8/6/2012,10,1,,,,4.2,3.5,1.7,,D
ME,2012,8/6/2012,12,1,,,,3.3,2.6,1.5,,D
ME,2012,8/6/2012,0-2,1,2.9,2.4,0.6,8.3,7.6,1.6,J,D
ME,2012,8/6/2012,0-2,2,2.8,2.4,0.6,7.9,7.2,1.5,J,D
ME,2012,8/6/2012,0-8,1,2.8,2.4,0.7,10.1,10.8,-1.4,J,D
MO,2012,8/7/2012,0,1,,,,11.4,10.7,1.4,,D
MO,2012,8/7/2012,2,1,,,,13.8,13,1.7,,D
MO,2012,8/7/2012,4,1,,,,17,16.2,1.7,,D
MO,2012,8/7/2012,6,1,,,,12.9,12.1,1.8,,D
MO,2012,8/7/2012,8,1,,,,4.5,3.5,2.1,,D
MO,2012,8/7/2012,10,1,,,,2.2,-0.7,6.1,,D
MO,2012,8/7/2012,12,1,,,,1.5,1,1.2,,D
MO,2012,8/7/2012,0-2,1,9,8,1.1,11.1,10.4,1.3,J,D
MO,2012,8/7/2012,0-2,2,6.8,6.2,0.7,12.3,11.6,1.6,J,D
MO,2012,8/7/2012,0-8,1,8.4,7.2,1.5,9,8.4,1.4,J,D
WI,2012,8/8/2012,0,1,,,,14.3,11.3,6.4,,D
WI,2012,8/8/2012,1,1,,,,14.2,11.2,6.2,,D
WI,2012,8/8/2012,2,1,,,,14.7,11.6,6.6,,D
WI,2012,8/8/2012,0-2,1,7.4,5.8,2.5,10.9,8.4,5.2,J,D
WI,2012,8/8/2012,0-2,2,6,4.7,2,12.8,9.8,6.4,J,D
FI,2012,8/9/2012,0,1,,,,30.7,28.1,5.5,,D
FI,2012,8/9/2012,2,1,,,,29.3,26.8,5.2,,D
FI,2012,8/9/2012,3,1,,,,34.8,32,5.9,,D
FI,2012,8/9/2012,4,1,,,,28,25.7,4.9,,D
FI,2012,8/9/2012,5,1,,,,24.9,22.6,5,,D
FI,2012,8/9/2012,6,1,,,,4.7,3.3,2.9,,D
FI,2012,8/9/2012,7,1,,,,3.3,2,2.6,,D
FI,2012,8/9/2012,8,1,,,,2,1.1,1.8,,D
FI,2012,8/9/2012,0-2,1,17.6,15.8,2,27.3,24.9,5.1,J,D
FI,2012,8/9/2012,0-2,2,23.8,19.5,5.6,32.8,30.4,5.2,J,D
ME,2012,8/20/2012,0-2,1,3.3,1.7,2.6,10.6,9.8,1.6,J,D
ME,2012,8/20/2012,0-2,2,3.8,3,1.1,9.7,9,1.5,J,D
ME,2012,8/20/2012,0-8,1,4.1,3.2,1.3,10.7,9.7,2,J,D
MO,2012,8/21/2012,0-2,1,9.8,8.6,1.3,16.6,15.6,2.2,J,D
MO,2012,8/21/2012,0-2,2,10.3,9.2,1.2,18.1,17.1,2.2,J,D
MO,2012,8/21/2012,0-8,1,8.9,8,0.9,12.7,11.8,1.9,J,D
FI,2012,8/23/2012,0-2,1,17.6,12,8.4,29,26.8,4.5,J,D
FI,2012,8/23/2012,0-2,2,16,14.4,1.8,26.3,24.8,3.3,J,D
WI,2012,8/24/2012,0-2,1,11.2,8,4.8,19.1,16.6,5.2,J,D
WI,2012,8/24/2012,0-2,2,10.1,7.9,3.3,18.2,15.8,4.9,J,D
ME,2012,9/4/2012,0,1,,,,5.5,5,1.1,,D
ME,2012,9/4/2012,2,1,,,,8.1,7.4,1.4,,D
ME,2012,9/4/2012,4,1,,,,9.7,8.9,1.7,,D
ME,2012,9/4/2012,6,1,,,,8.5,7.8,1.6,,D
ME,2012,9/4/2012,8,1,,,,7.1,6.3,1.7,,D
ME,2012,9/4/2012,10,1,,,,6.4,5.6,1.7,,D
ME,2012,9/4/2012,0-2,1,3.5,2.8,1.1,7.2,6.6,1.3,J,D
ME,2012,9/4/2012,0-2,2,3.4,2.8,0.8,7,6.3,1.3,J,D
ME,2012,9/4/2012,0-8,1,4,3,1.4,7.6,7,1.3,J,D
MO,2012,9/5/2012,0,1,,,,12.5,11.3,2.5,,D
MO,2012,9/5/2012,2,1,,,,15.5,14.1,2.9,,D
MO,2012,9/5/2012,4,1,,,,13.1,12,2.4,,D
MO,2012,9/5/2012,6,1,,,,8.5,7.5,2.1,,D
MO,2012,9/5/2012,8,1,,,,4.6,3.6,2,,D
MO,2012,9/5/2012,0-2,1,8.5,7.6,1.1,16,14.6,3,J,D
MO,2012,9/5/2012,0-2,2,8,6.1,2.9,15.6,14.2,3.1,J,D
MO,2012,9/5/2012,0-8,1,5.9,4.6,1.8,11.3,10.2,2.3,J,D
WI,2012,9/5/2012,0,1,,,,13.3,11.1,4.6,,D
WI,2012,9/5/2012,1,1,,,,13.4,11.3,4.4,,D
WI,2012,9/5/2012,2,1,,,,14.6,12.4,4.8,,D
WI,2012,9/5/2012,0-2,1,6.4,5.1,1.9,14.2,12,4.5,J,D
WI,2012,9/5/2012,0-2,2,7.2,4.7,3.9,13.2,11,4.5,J,D
FI,2012,9/6/2012,0,1,,,,6.5,5.6,1.8,,D
FI,2012,9/6/2012,2,1,,,,7.4,6.4,2.1,,D
FI,2012,9/6/2012,4,1,,,,7.5,6.4,2.4,,D
FI,2012,9/6/2012,0-2,1,3.9,3.2,0.9,5.6,4.8,1.7,J,D
FI,2012,9/6/2012,0-2,2,3.3,2.3,1.6,5.7,4.8,1.9,J,D
ME,2012,10/1/2012,0-2,1,,,,18.6,16.7,4.1,,D
ME,2012,10/1/2012,0-2,2,,,,22.2,20.3,4.1,,D
ME,2012,10/1/2012,0-8,1,,,,19.3,17.1,4.5,,D
MO,2012,10/2/2012,0-2,1,24,20.9,3.8,36.5,35,3.1,J,D
MO,2012,10/2/2012,0-2,2,23.8,19.3,6.2,42.8,40.4,5.1,J,D
MO,2012,10/2/2012,0-8,1,19.6,15.5,5.7,31.8,29.4,5.2,J,D
WI,2012,10/2/2012,0-2,1,4.7,2.8,2.9,6.7,5.6,2.3,J,D
WI,2012,10/2/2012,0-2,2,5.6,2.5,4.8,7.6,6.3,2.7,J,D
FI,2012,10/10/2012,0,1,,,,2.7,1.3,2.9,,D
FI,2012,10/10/2012,2,1,,,,2.7,1.2,3.3,,D
FI,2012,10/10/2012,4,1,,,,2.9,1.5,3.2,,D
FI,2012,10/10/2012,6,1,,,,3,1.5,3.1,,D
FI,2012,10/10/2012,8,1,,,,2.8,1.2,3.2,,D
FI,2012,10/10/2012,10,1,,,,3.1,1.5,3.4,,D
FI,2012,10/10/2012,0-2,1,1.6,1.2,0.7,3,1.6,3,J,D
FI,2012,10/10/2012,0-2,2,2.4,1.9,0.8,3.1,1.6,3.1,J,D
ME,2012,10/29/2012,0-2,1,3.5,2.6,1.3,5.9,5,2,J,D
ME,2012,10/29/2012,0-2,2,2.9,2.2,1,6.1,4.9,2.4,J,D
ME,2012,10/29/2012,0-8,1,2.6,1.8,1.2,4.9,4.1,1.7,J,D
WI,2012,10/30/2012,0-2,1,8.8,3.9,7.8,18.7,15.9,5.9,J,D
WI,2012,10/30/2012,0-2,2,9.2,6.9,3.3,18.6,16.2,5.1,J,D
MO,2012,11/1/2012,0-2,1,11.4,8.7,3.9,15.2,13.2,4.4,J,D
MO,2012,11/1/2012,0-2,2,10.9,8.5,3.5,17.1,14.7,5,J,D
MO,2012,11/1/2012,0-8,1,10.4,8.3,2.9,18.3,15.9,5,J,D
FI,2012,11/2/2012,0,1,,,,3,2.4,1.3,,D
FI,2012,11/2/2012,2,1,,,,3.4,2.6,1.6,,D
FI,2012,11/2/2012,4,1,,,,3.1,2.5,1.4,,D
FI,2012,11/2/2012,6,1,,,,3.2,2.6,1.4,,D
FI,2012,11/2/2012,8,1,,,,3,2.3,1.5,,D
FI,2012,11/2/2012,10,1,,,,2.9,2.2,1.5,,D
FI,2012,11/2/2012,12,1,,,,3,2.3,1.4,,D
FI,2012,11/2/2012,0-2,1,1.8,1.4,0.7,3.5,2.8,1.5,J,D
FI,2012,11/2/2012,0-2,2,1.5,0.8,1,3.2,2.4,1.7,J,D
ME,2012,11/29/2012,0-2,1,9.3,7.7,2,19.4,18.5,1.9,J,D
ME,2012,11/29/2012,0-2,2,8.5,6.9,2.2,18.2,17.4,1.7,J,D
ME,2012,11/29/2012,0-8,1,4.2,2.9,1.9,9.3,8.6,1.6,J,D
MO,2013,2/5/2013,0-2,1,1.3,0.6,1.1,4.8,3.8,2,J,D
MO,2013,2/5/2013,0-2,2,2.8,1.9,1.3,4.4,3.4,2.3,J,D
ME,2013,2/12/2013,0-2,1,9.7,7.5,3.1,9,5.1,8.2,J,D
ME,2013,2/12/2013,0-2,2,10.2,5.5,7.3,9.5,5.7,8.1,J,D
ME,2013,2/12/2013,0-8,1,7.6,4.6,4.6,9.2,5.4,8,J,D
FI,2013,2/14/2013,0-2,1,1.4,0.3,1.8,3.2,2,2.7,J,D
FI,2013,2/14/2013,0-2,2,1.7,0.5,2,2.7,1.7,2.3,J,D
WI,2013,2/25/2013,0-2,1,6,3.9,3.2,9,7.1,4,J,D
WI,2013,2/25/2013,0-2,2,6.2,4.5,2.5,8,6.4,3.4,J,D
ME,2013,4/29/2013,0-2,1,14.1,7.4,10.8,18.9,6.8,25.7,J,D
ME,2013,4/29/2013,0-2,2,16.6,4.4,20.1,24.5,17,16,J,D
ME,2013,4/29/2013,0-8,1,13.1,7.2,9.4,20.9,18,6.2,J,D
WI,2013,4/30/2013,0-2,1,12.4,9.2,4.9,19.6,16.3,6.9,J,D
WI,2013,4/30/2013,0-2,2,14.7,5.8,14.2,19.5,16.2,7.1,J,D
MO,2013,5/7/2013,0-2,1,29.4,14.9,23.1,42.6,34.1,18.1,J,D
MO,2013,5/7/2013,0-2,2,39.7,17,36.8,46.8,39.7,15.1,J,D
MO,2013,5/7/2013,0-8,1,10,5,8,7.5,5.4,4.3,J,D
FI,2013,5/8/2013,0-2,1,1.7,1.2,0.7,3,2.6,0.8,J,D
FI,2013,5/8/2013,0-2,2,2.1,1.5,0.9,3.8,3.3,1,J,D
ME,2013,5/14/2013,0-2,1,10.2,7.7,3.6,13.7,11.7,4.2,J,D
ME,2013,5/14/2013,0-2,2,9.9,6.2,5.6,13.4,11.5,4.1,J,D
ME,2013,5/14/2013,0-8,1,9.8,6,5.9,12.5,10.4,4.3,J,D
MO,2013,5/15/2013,0-2,1,1.8,1.3,0.9,2.1,1.6,0.9,J,D
MO,2013,5/15/2013,0-2,2,1.3,0.8,0.8,2,1.5,0.9,J,D
MO,2013,5/15/2013,0-8,1,1.9,1.4,0.7,2.1,1.5,1.2,J,D
WI,2013,5/15/2013,0-2,1,10.2,7.3,4.4,14.6,12.3,5,J,D
WI,2013,5/15/2013,0-2,2,10.1,5,8.1,14.1,11.8,4.8,J,D
FI,2013,5/20/2013,0-2,1,2.2,1.3,1.5,3.7,3,1.5,J,D
FI,2013,5/20/2013,0-2,2,2,1.6,0.7,3.3,2.7,1.3,J,D
ME,2013,5/28/2013,0-2,1,0.7,0.5,0.2,1.2,1,0.5,J,D
ME,2013,5/28/2013,0-2,2,0.6,0.5,0.2,1.8,1.4,0.7,J,D
ME,2013,5/28/2013,0-8,1,0.6,0.2,0.5,1.2,1,0.5,J,D
MO,2013,5/29/2013,0-2,1,2,1.8,0.1,3.6,3.2,1,J,D
MO,2013,5/29/2013,0-2,2,3,2.4,0.8,2.7,2.3,0.8,J,D
MO,2013,5/29/2013,0-8,1,1.7,1.2,0.7,2.6,2.1,0.9,J,D
WI,2013,5/29/2013,0-2,1,3.4,2.7,1,5.3,4.2,2.4,J,D
WI,2013,5/29/2013,0-2,2,2.4,1.9,0.8,6.9,5.2,3.5,J,D
FI,2013,5/30/2013,0-2,1,3,1.7,2.1,3.4,2.9,1,J,D
FI,2013,5/30/2013,0-2,2,2.6,1.3,2.1,3.6,3,1.1,J,D
ME,2013,6/10/2013,0,1,,,,0.5,0.5,0.1,,D
ME,2013,6/10/2013,2,1,,,,1.7,1.3,0.9,,D
ME,2013,6/10/2013,4,1,,,,1.5,1.2,0.7,,D
ME,2013,6/10/2013,6,1,,,,1.4,1.1,0.7,,D
ME,2013,6/10/2013,8,1,,,,0.9,0.7,0.4,,D
ME,2013,6/10/2013,10,1,,,,0.8,0.6,0.4,,D
ME,2013,6/10/2013,12,1,,,,0.6,0.5,0.4,,D
ME,2013,6/10/2013,0-2,1,0.5,0.5,0.1,1.1,0.9,0.4,J,D
ME,2013,6/10/2013,0-2,2,0.6,0.3,0.6,1,0.8,0.4,J,D
ME,2013,6/10/2013,0-8,1,0.9,0.8,0.1,1.4,1.1,0.7,J,D
MO,2013,6/11/2013,0,1,,,,35.9,35,2,,D
MO,2013,6/11/2013,2,1,,,,6.8,6.1,1.4,,D
MO,2013,6/11/2013,4,1,,,,5,4.3,1.5,,D
MO,2013,6/11/2013,6,1,,,,1.6,1.2,0.9,,D
MO,2013,6/11/2013,8,1,,,,1.3,0.9,1,,D
MO,2013,6/11/2013,10,1,,,,0.9,0.6,0.6,,D
MO,2013,6/11/2013,12,1,,,,0.6,0.4,0.6,,D
MO,2013,6/11/2013,0-2,1,10.6,4.5,9.6,22.5,21.5,2.1,J,D
MO,2013,6/11/2013,0-2,2,19.7,8.9,17,22.7,21.1,3.4,J,D
MO,2013,6/11/2013,0-8,1,5,4,1.4,8.6,7.8,1.8,J,D
WI,2013,6/12/2013,0,1,,,,22.4,15.5,14.5,,D
