"lakeid","year4","sampledate","sta","depth_range","division","taxa_name","gald","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc","relative_total_biovolume","genus"
"ME",2018,"2018-10-02",,"0-8m","Cryptophyta","Cryptomonas erosa",18,1,25.4077,25.4077,17241.2679,0.01724127,0.58,"Cryptomonas"
"ME",2018,"2018-10-02",,"0-8m","Cryptophyta","Rhodomonas minuta",8,1,203.2617,203.2617,6811.3608,0.00681136,0.229,"Rhodomonas"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,30615.7676,30615.7676,8208.0873,0.00820809,0.276,
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",102.1667,17.0278,1067.124,18170.7735,1370042.258,1.37004226,46.101,"Aphanizomenon"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Aphanocapsa delicatissima",26,19,50.8154,965.4931,505.5322,0.00050553,0.017,"Aphanocapsa"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Aphanocapsa holsatica",10,30,25.4077,762.2314,399.1044,0.0003991,0.013,"Aphanocapsa"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Aphanothece nidulans",52.8,62,254.0771,15752.7824,16496.2629,0.01649626,0.555,"Aphanothece"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Cuspidothrix issatschenkoi",333.3333,55.5556,50.8154,2823.0815,197955.3019,0.1979553,6.661,"Cuspidothrix"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Cylindrospermopsis raciborskii",98.6667,16.4444,50.8154,835.6292,35440.3862,0.03544039,1.193,"Cylindrospermopsis"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Dolichospermum crassum",96,24,0.5113,12.2702,3223.9768,0.00322398,0.108,"Dolichospermum"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Dolichospermum lemmermannii",24,6,25.4077,152.4463,11973.103,0.0119731,0.403,"Dolichospermum"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Dolichospermum planctonicum",300,37.5,1.0225,38.3445,10074.9275,0.01007493,0.339,"Dolichospermum"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Dolichospermum spiroides",49.3333,19.3333,101.6309,1964.8598,132645.9076,0.13264591,4.463,"Dolichospermum"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Microcystis aeruginosa",71.25,57.625,254.0771,14641.1949,733153.0137,0.73315301,24.67,"Microcystis"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Microcystis aeruginosa",3.9091,1,6733.0441,6733.0441,221459.9193,0.22145992,7.452,"Microcystis"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Planktolyngbya limnetica",132,35.8,330.3003,11824.7499,27861.4228,0.02786142,0.938,"Planktolyngbya"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Planktothrix agardhii",190,47.5,50.8154,2413.7328,68246.6887,0.06824669,2.296,"Planktothrix"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Pseudanabaena limnetica",80.5714,20.1429,177.854,3582.4952,25323.1185,0.02532312,0.852,"Pseudanabaena"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Pseudanabaena mucicola",13.3333,4,686.0083,2744.0331,7183.8785,0.00718388,0.242,"Pseudanabaena"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Synechococcus leopoliensis",7,4,76.2231,304.8926,359.1939,0.00035919,0.012,"Synechococcus"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Synechococcus sp. 1",1.2,1,16838.6722,16838.6722,6770.8301,0.00677083,0.228,"Synechococcus"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,825.7507,825.7507,1459.184,0.00145918,0.049,"Synechocystis"
"ME",2018,"2018-10-02",,"0-8m","Cyanophyta","Woronichinia naegeliana",200,240,0.5113,122.7024,2792.008,0.00279201,0.094,"Woronichinia"
"ME",2018,"2018-10-02",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,177.854,177.854,5378.8561,0.00537886,0.181,"Chrysochromulina"
"ME",2018,"2018-10-18",,"0-8m","Bacillariophyta","Aulacoseira granulata",124,5.1667,6.3907,33.0191,39833.021,0.03983302,1.688,"Aulacoseira"
"ME",2018,"2018-10-18",,"0-8m","Bacillariophyta","Fragilaria capucina",192,38.7097,1.2781,49.4768,19119.8502,0.01911985,0.81,"Fragilaria"
"ME",2018,"2018-10-18",,"0-8m","Chlorophyta","Chlorococcaceae",4,1,79.3991,79.3991,2993.2748,0.00299327,0.127,
"ME",2018,"2018-10-18",,"0-8m","Chlorophyta","Chlamydomonas ",6.1667,1,238.1973,238.1973,24629.769,0.02462977,1.044,"Chlamydomonas"
"ME",2018,"2018-10-18",,"0-8m","Chlorophyta","Lobomonas ",6,1,26.4664,26.4664,1446.7496,0.00144675,0.061,"Lobomonas"
"ME",2018,"2018-10-18",,"0-8m","Chlorophyta","Monoraphidium arcuatum",10,1,26.4664,26.4664,482.3549,0.00048235,0.02,"Monoraphidium"
"ME",2018,"2018-10-18",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,79.3991,79.3991,620.1705,0.00062017,0.026,"Monoraphidium"
"ME",2018,"2018-10-18",,"0-8m","Chrysophyta","Chromulina ",2,1,132.3318,132.3318,554.3116,0.00055431,0.023,"Chromulina"
"ME",2018,"2018-10-18",,"0-8m","Chrysophyta","Uroglena ",5.3333,1,52.9327,52.9327,3676.962,0.00367696,0.156,"Uroglena"
"ME",2018,"2018-10-18",,"0-8m","Cryptophyta","Cryptomonas erosa",19,1,52.9327,52.9327,42460.1692,0.04246017,1.8,"Cryptomonas"
"ME",2018,"2018-10-18",,"0-8m","Cryptophyta","Rhodomonas minuta",8,1,79.3991,79.3991,2660.6878,0.00266069,0.113,"Rhodomonas"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,22961.8257,22961.8257,6156.0655,0.00615607,0.261,
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",133.8,22.3,1111.5875,24788.4005,1869001.378,1.86900138,79.223,"Aphanizomenon"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Aphanocapsa holsatica",300,250,26.4664,6616.5921,3464.4397,0.00346444,0.147,"Aphanocapsa"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Aphanothece nidulans",10.6667,8.6667,79.3991,688.1282,831.4674,0.00083147,0.035,"Aphanothece"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Chroococcus minutus",12,8,26.4664,211.7309,1496.6387,0.00149664,0.063,"Chroococcus"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Dolichospermum ",128,60,1.2781,76.689,7902.8715,0.00790287,0.335,"Dolichospermum"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Dolichospermum crassum",90,17,26.4664,449.9283,114662.4147,0.11466241,4.86,"Dolichospermum"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Microcystis aeruginosa",4,1,3440.6279,3440.6279,115296.4721,0.11529647,4.887,"Microcystis"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Microcystis aeruginosa",21,7.3333,158.7982,1164.5149,33896.0812,0.03389608,1.437,"Microcystis"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Planktolyngbya limnetica",88,25.3333,79.3991,2011.4413,4739.3564,0.00473936,0.201,"Planktolyngbya"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Pseudanabaena limnetica",116,29,132.3318,3837.6234,27126.5586,0.02712656,1.15,"Pseudanabaena"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Pseudanabaena mucicola",12,4,185.2646,741.0583,1746.0816,0.00174608,0.074,"Pseudanabaena"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Synechococcus sp. 1",1.2,1,2870.2282,2870.2282,1154.1188,0.00115412,0.049,"Synechococcus"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,8575.1033,8575.1033,15153.0651,0.01515307,0.642,"Synechocystis"
"ME",2018,"2018-10-18",,"0-8m","Cyanophyta","Woronichinia naegeliana",5,1,52.9327,52.9327,1247.1958,0.0012472,0.053,"Woronichinia"
"ME",2018,"2018-10-18",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,555.7937,555.7937,16808.9254,0.01680893,0.712,"Chrysochromulina"
"ME",2018,"2018-10-29",,"0-8m","Bacillariophyta","Aulacoseira granulata",332,13.3333,1.0225,13.6336,16447.183,0.01644718,0.9,"Aulacoseira"
"ME",2018,"2018-10-29",,"0-8m","Bacillariophyta","Stephanodiscus medius",11.3333,1,63.5193,63.5193,37050.0995,0.0370501,2.027,"Stephanodiscus"
"ME",2018,"2018-10-29",,"0-8m","Bacillariophyta","Stephanodiscus parvus",6,1,63.5193,63.5193,5387.8962,0.0053879,0.295,"Stephanodiscus"
"ME",2018,"2018-10-29",,"0-8m","Chlorophyta","Chlamydomonas ",6,1,21.1731,21.1731,2237.6404,0.00223764,0.122,"Chlamydomonas"
"ME",2018,"2018-10-29",,"0-8m","Chlorophyta","Monomastix astigmata",5,1,21.1731,21.1731,249.4402,0.00024944,0.014,"Monomastix"
"ME",2018,"2018-10-29",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,63.5193,63.5193,496.1364,0.00049614,0.027,"Monoraphidium"
"ME",2018,"2018-10-29",,"0-8m","Chlorophyta","Mucidosphaerium pulchellum",60,32,21.1731,677.539,43990.7775,0.04399078,2.407,"Mucidosphaerium"
"ME",2018,"2018-10-29",,"0-8m","Cryptophyta","Cryptomonas erosa",24,1,63.5193,63.5193,75918.3432,0.07591834,4.154,"Cryptomonas"
"ME",2018,"2018-10-29",,"0-8m","Cryptophyta","Rhodomonas minuta",8,1,169.3848,169.3848,5676.134,0.00567613,0.311,"Rhodomonas"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,25258.0083,25258.0083,6771.672,0.00677167,0.37,
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",169.4,28.2333,381.1157,10760.154,811297.4601,0.81129746,44.387,"Aphanizomenon"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Aphanocapsa delicatissima",12,20,153.0788,3061.5768,1603.0416,0.00160304,0.088,"Aphanocapsa"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Chroococcus minutus",60,24,21.1731,508.1543,8514.2074,0.00851421,0.466,"Chroococcus"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Cuspidothrix issatschenkoi",260,43.3333,21.1731,917.5001,69177.9288,0.06917793,3.785,"Cuspidothrix"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Dolichospermum circinale",180,76,42.3462,3218.3104,340121.263,0.34012126,18.608,"Dolichospermum"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Microcystis aeruginosa",4,1,9464.3733,9464.3733,317153.9879,0.31715399,17.352,"Microcystis"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Microcystis aeruginosa",20,8,21.1731,169.3848,5676.1382,0.00567614,0.311,"Microcystis"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Planktothrix agardhii",240,80,21.1731,1693.8476,35919.308,0.03591931,1.965,"Planktothrix"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Pseudanabaena limnetica",142.6667,35.6667,127.0386,4531.0465,32028.049,0.03202805,1.752,"Pseudanabaena"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Pseudanabaena mucicola",12,4,211.7309,846.9238,1995.5218,0.00199552,0.109,"Pseudanabaena"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Synechococcus sp. 1",1.2,1,5357.7593,5357.7593,2154.355,0.00215436,0.118,"Synechococcus"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,2032.6171,2032.6171,3591.8376,0.00359184,0.197,"Synechocystis"
"ME",2018,"2018-10-29",,"0-8m","Cyanophyta","Woronichinia naegeliana",5,1,21.1731,21.1731,498.8783,0.00049888,0.027,"Woronichinia"
"ME",2018,"2018-10-29",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,127.0386,127.0386,3842.0401,0.00384204,0.21,"Chrysochromulina"
"ME",2018,"2018-11-14",,"0-8m","Bacillariophyta","Fragilaria construens",21,2,31.7596,63.5193,26191.1635,0.02619116,4.67,"Fragilaria"
"ME",2018,"2018-11-14",,"0-8m","Bacillariophyta","Stephanodiscus alpinus",40,1,0.426,0.426,10707.8014,0.0107078,1.909,"Stephanodiscus"
"ME",2018,"2018-11-14",,"0-8m","Bacillariophyta","Stephanodiscus parvus",7,1,21.1731,21.1731,3026.5351,0.00302654,0.54,"Stephanodiscus"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Chlorococcaceae",4,1,21.1731,21.1731,709.5168,0.00070952,0.127,
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Chlamydomonas ",7,1,10.5865,10.5865,620.828,0.00062083,0.111,"Chlamydomonas"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,10.5865,10.5865,82.6894,8.269e-05,0.015,"Monoraphidium"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Mucidosphaerium pulchellum",80,48,0.8521,40.9008,2741.1972,0.0027412,0.489,"Mucidosphaerium"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Oocystis parva",12,1,10.5865,10.5865,4257.1037,0.0042571,0.759,"Oocystis"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Scenedesmus abundans",12,4,10.5865,42.3462,177.3797,0.00017738,0.032,"Scenedesmus"
"ME",2018,"2018-11-14",,"0-8m","Chlorophyta","Sphaerocystis schroeteri",32,16,0.426,6.8168,1827.4648,0.00182746,0.326,"Sphaerocystis"
"ME",2018,"2018-11-14",,"0-8m","Chrysophyta","Chromulina ",2,1,10.5865,10.5865,44.3449,4.434e-05,0.008,"Chromulina"
"ME",2018,"2018-11-14",,"0-8m","Chrysophyta","Synura ",12,1,10.5865,10.5865,3458.896,0.0034589,0.617,"Synura"
"ME",2018,"2018-11-14",,"0-8m","Cryptophyta","Cryptomonas erosa",16,1,63.5193,63.5193,36983.5821,0.03698358,6.594,"Cryptomonas"
"ME",2018,"2018-11-14",,"0-8m","Cryptophyta","Rhodomonas minuta",8,1,275.2502,275.2502,9223.7178,0.00922372,1.645,"Rhodomonas"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,14542.4896,14542.4896,3898.8415,0.00389884,0.695,
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",129.6364,21.6061,275.2502,5947.084,448398.7536,0.44839875,79.947,"Aphanizomenon"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Planktolyngbya limnetica",300,56.6667,21.1731,1199.8094,2826.9829,0.00282698,0.504,"Planktolyngbya"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Pseudanabaena limnetica",80,20,10.5865,211.7309,1496.6382,0.00149664,0.267,"Pseudanabaena"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Synechococcus elongatus",2.5,1,21.1731,21.1731,27.7156,2.772e-05,0.005,"Synechococcus"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Synechococcus sp. 1",1.2,1,2296.1826,2296.1826,923.295,0.0009233,0.165,"Synechococcus"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,1333.905,1333.905,2357.1435,0.00235714,0.42,"Synechocystis"
"ME",2018,"2018-11-14",,"0-8m","Cyanophyta","Synechocystis ",2,1,21.1731,21.1731,88.6899,8.869e-05,0.016,"Synechocystis"
"ME",2018,"2018-11-14",,"0-8m","Pyrrhophyta","Gymnodinium sp. 3",8,1,10.5865,10.5865,798.2066,0.00079821,0.142,"Gymnodinium"
"ME",2018,"2018-11-30",,"0-8m","Bacillariophyta","Cyclotella pseudostelligera",5,1,17.6442,17.6442,866.1101,0.00086611,0.381,"Cyclotella"
"ME",2018,"2018-11-30",,"0-8m","Bacillariophyta","Stephanodiscus niagarae",40,1,0.426,0.426,10707.8014,0.0107078,4.713,"Stephanodiscus"
"ME",2018,"2018-11-30",,"0-8m","Bacillariophyta","Stephanodiscus parvus",8,1,17.6442,17.6442,3547.5855,0.00354759,1.562,"Stephanodiscus"
"ME",2018,"2018-11-30",,"0-8m","Chlorophyta","Chlorococcaceae",3,1,70.577,70.577,997.7609,0.00099776,0.439,
"ME",2018,"2018-11-30",,"0-8m","Chlorophyta","Chlamydomonas ",6.25,1,88.2212,88.2212,9423.2975,0.0094233,4.148,"Chlamydomonas"
"ME",2018,"2018-11-30",,"0-8m","Chlorophyta","Monomastix minuta",4,1,17.6442,17.6442,166.2935,0.00016629,0.073,"Monomastix"
"ME",2018,"2018-11-30",,"0-8m","Chlorophyta","Mucidosphaerium pulchellum",54,38,17.6442,670.4813,15077.2407,0.01507724,6.637,"Mucidosphaerium"
"ME",2018,"2018-11-30",,"0-8m","Chrysophyta","Dinobryon ",8,1,35.2885,35.2885,2365.0558,0.00236506,1.041,"Dinobryon"
"ME",2018,"2018-11-30",,"0-8m","Cryptophyta","Cryptomonas erosa",20,1,7.2428,7.2428,5460.9784,0.00546098,2.404,"Cryptomonas"
"ME",2018,"2018-11-30",,"0-8m","Cryptophyta","Rhodomonas minuta",12,1,158.7982,158.7982,14966.3819,0.01496638,6.588,"Rhodomonas"
"ME",2018,"2018-11-30",,"0-8m","Cryptophyta","Rhodomonas minuta",8,1,123.5097,123.5097,4138.8477,0.00413885,1.822,"Rhodomonas"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,11055.6939,11055.6939,2964.0315,0.00296403,1.305,
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",100,16.6667,17.6442,294.0713,22172.4135,0.02217241,9.76,"Aphanizomenon"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Aphanocapsa delicatissima",10,4,17.6442,70.577,36.9541,3.695e-05,0.016,"Aphanocapsa"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Dolichospermum lemmermannii",220,88,17.6442,1552.6936,121948.2697,0.12194827,53.679,"Dolichospermum"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Microcystis aeruginosa",4,1,35.2885,35.2885,1182.5279,0.00118253,0.521,"Microcystis"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Pseudanabaena mucicola",10.5,3,52.9327,158.7982,436.5204,0.00043652,0.192,"Pseudanabaena"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,776.3468,776.3468,1371.8824,0.00137188,0.604,"Synechocystis"
"ME",2018,"2018-11-30",,"0-8m","Cyanophyta","Synechocystis ",2,1,17.6442,17.6442,73.9082,7.391e-05,0.033,"Synechocystis"
"ME",2018,"2018-11-30",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,123.5097,123.5097,3735.3168,0.00373532,1.644,"Chrysochromulina"
"ME",2018,"2018-11-30",,"0-8m","Miscellaneous","Miscellaneous",6,1,70.577,70.577,5543.102,0.0055431,2.44,
"ME",2019,"2019-02-21",,"0-8m","Bacillariophyta","Cyclotella sp. 1",5.3333,1,67.7539,67.7539,4682.811,0.00468281,0.72,"Cyclotella"
"ME",2019,"2019-02-21",,"0-8m","Bacillariophyta","Stephanodiscus hantzschii",17.3333,1,101.6309,101.6309,248614.8323,0.24861483,38.247,"Stephanodiscus"
"ME",2019,"2019-02-21",,"0-8m","Bacillariophyta","Stephanodiscus parvus",6,1,2515.3636,2515.3636,213360.6897,0.21336069,32.824,"Stephanodiscus"
"ME",2019,"2019-02-21",,"0-8m","Chlorophyta","Chlorococcaceae",4,1,50.8154,50.8154,2022.1237,0.00202212,0.311,
"ME",2019,"2019-02-21",,"0-8m","Chlorophyta","Chlorophyta",4,1,16.9385,16.9385,141.9038,0.0001419,0.022,
"ME",2019,"2019-02-21",,"0-8m","Chlorophyta","Botryococcus braunii",80,100,0.5113,51.126,3357.9665,0.00335797,0.517,"Botryococcus"
"ME",2019,"2019-02-21",,"0-8m","Chlorophyta","Chlamydomonas ",5.6667,1,50.8154,50.8154,3741.3011,0.0037413,0.576,"Chlamydomonas"
"ME",2019,"2019-02-21",,"0-8m","Chrysophyta","Chrysophyceae",2.8,1,2185.0634,2185.0634,26178.1516,0.02617815,4.027,
"ME",2019,"2019-02-21",,"0-8m","Chrysophyta","Kephyrion planctonicum",8,1,16.9385,16.9385,319.2835,0.00031928,0.049,"Kephyrion"
"ME",2019,"2019-02-21",,"0-8m","Chrysophyta","Uroglena ",6,1,16.9385,16.9385,1330.3445,0.00133034,0.205,"Uroglena"
"ME",2019,"2019-02-21",,"0-8m","Cryptophyta","Cryptomonas erosa",18,1,84.6924,84.6924,42287.2263,0.04228723,6.506,"Cryptomonas"
"ME",2019,"2019-02-21",,"0-8m","Cryptophyta","Plagioselmis minuta",8,1,829.9853,829.9853,27813.0567,0.02781306,4.279,"Plagioselmis"
"ME",2019,"2019-02-21",,"0-8m","Cryptophyta","Rhodomonas minuta",12,1,118.5693,118.5693,11174.8985,0.0111749,1.719,"Rhodomonas"
"ME",2019,"2019-02-21",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,9694.9931,9694.9931,2599.2276,0.00259923,0.4,
"ME",2019,"2019-02-21",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",37,5.1667,33.877,175.032,15751.2816,0.01575128,2.423,"Aphanizomenon"
"ME",2019,"2019-02-21",,"0-8m","Cyanophyta","Synechococcus sp. 1",120,1,3061.5768,3061.5768,1231.06,0.00123106,0.189,"Synechococcus"
"ME",2019,"2019-02-21",,"0-8m","Cyanophyta","Synechocystis ",1.496,1,1020.5256,1020.5256,1788.9814,0.00178898,0.275,"Synechocystis"
"ME",2019,"2019-02-21",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,1067.124,1067.124,32273.1368,0.03227314,4.965,"Chrysochromulina"
"ME",2019,"2019-02-21",,"0-8m","Pyrrhophyta","Gymnodinium sp. 2",10,1,67.7539,67.7539,11352.2748,0.01135227,1.746,"Gymnodinium"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Cyclotella sp. 1",4,1,758.7026,758.7026,38136.5633,0.03813656,2.083,"Cyclotella"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Fragilaria capucina",24,2,17.6442,35.2885,10642.7583,0.01064276,0.581,"Fragilaria"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Fragilaria filiformis",80,1,0.6391,0.6391,204.5039,0.0002045,0.011,"Fragilaria"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Stephanodiscus alpinus",21.3333,1,299.9522,299.9522,1170999.037,1.17099904,63.955,"Stephanodiscus"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Stephanodiscus medius",12,1,35.2885,35.2885,23946.2054,0.02394621,1.308,"Stephanodiscus"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Stephanodiscus niagarae",32,1,0.6391,0.6391,8223.5915,0.00822359,0.449,"Stephanodiscus"
"ME",2019,"2019-04-03",,"0-8m","Bacillariophyta","Stephanodiscus parvus",6.5,1,1464.4724,1464.4724,166778.0682,0.16677807,9.109,"Stephanodiscus"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Chlorococcaceae",6.4444,1,335.2407,335.2407,56950.2482,0.05695025,3.11,
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Chlorophyta",4,1,88.2212,88.2212,1201.0085,0.00120101,0.066,
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Chlamydomonas ",7,1,899.8565,899.8565,122329.8248,0.12232982,6.681,"Chlamydomonas"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Lobomonas ",6,1,17.6442,17.6442,964.4997,0.0009645,0.053,"Lobomonas"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Monomastix minuta",4,1,35.2885,35.2885,147.8164,0.00014782,0.008,"Monomastix"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Monoraphidium arcuatum",24,1,52.9327,52.9327,775.851,0.00077585,0.042,"Monoraphidium"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Monoraphidium griffithii",24,1,17.6442,17.6442,399.104,0.0003991,0.022,"Monoraphidium"
"ME",2019,"2019-04-03",,"0-8m","Chlorophyta","Sphaerocystis schroeteri",20,4,17.6442,70.577,7982.0679,0.00798207,0.436,"Sphaerocystis"
"ME",2019,"2019-04-03",,"0-8m","Chrysophyta","Chrysophyceae",3.1,1,2223.1749,2223.1749,48192.4299,0.04819243,2.632,
"ME",2019,"2019-04-03",,"0-8m","Chrysophyta","Chrysocapsaceae",12,1,17.6442,17.6442,15964.1375,0.01596414,0.872,
"ME",2019,"2019-04-03",,"0-8m","Chrysophyta","Chrysophyceae",6,1,70.577,70.577,7458.8013,0.0074588,0.407,
"ME",2019,"2019-04-03",,"0-8m","Chrysophyta","Kephyrion planctonicum",8,1,35.2885,35.2885,665.1739,0.00066517,0.036,"Kephyrion"
"ME",2019,"2019-04-03",,"0-8m","Chrysophyta","Uroglena ",6,1,17.6442,17.6442,1385.7755,0.00138578,0.076,"Uroglena"
"ME",2019,"2019-04-03",,"0-8m","Cryptophyta","Cryptomonas erosa",28,1,17.6442,17.6442,18624.8262,0.01862483,1.017,"Cryptomonas"
"ME",2019,"2019-04-03",,"0-8m","Cryptophyta","Plagioselmis minuta",8,1,917.5008,917.5008,30745.7259,0.03074573,1.679,"Plagioselmis"
"ME",2019,"2019-04-03",,"0-8m","Cryptophyta","Rhodomonas minuta",12,1,141.154,141.154,13303.4506,0.01330345,0.727,"Rhodomonas"
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,10205.2559,10205.2559,2736.0291,0.00273603,0.149,
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",87,14.5,17.6442,255.8416,19289.9984,0.01929,1.054,"Aphanizomenon"
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Aphanocapsa delicatissima",7.2,6.5,1275.657,8291.7704,4341.571,0.00434157,0.237,"Aphanocapsa"
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Synechococcus ",25,1,35.2885,35.2885,254.0595,0.00025406,0.014,"Synechococcus"
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Synechococcus sp. 1",1.2,1,1913.4855,1913.4855,769.4125,0.00076941,0.042,"Synechococcus"
"ME",2019,"2019-04-03",,"0-8m","Cyanophyta","Synechocystis ",1.5,1,35.2885,35.2885,62.3583,6.236e-05,0.003,"Synechocystis"
"ME",2019,"2019-04-03",,"0-8m","Euglenophyta","Lepocinclis ",20,1,17.6442,17.6442,26606.8958,0.0266069,1.453,"Lepocinclis"
"ME",2019,"2019-04-03",,"0-8m","Haptophyta","Chrysochromulina parva",4,1,793.991,793.991,24012.7506,0.02401275,1.311,"Chrysochromulina"
"ME",2019,"2019-04-03",,"0-8m","Pyrrhophyta","Gymnodinium sp. 2",12,1,17.6442,17.6442,5543.1038,0.0055431,0.303,"Gymnodinium"
"ME",2019,"2019-04-03",,"0-8m","Pyrrhophyta","Gymnodinium sp. 3",8,1,17.6442,17.6442,1330.3443,0.00133034,0.073,"Gymnodinium"
